0,0,0,18.228409,4.661658,1.0
0,0,1,26.232013,-3.194376,1.0
0,0,2,30.646464,-6.065858,1.0
0,0,3,33.3539,-7.916413,0.0
0,0,4,30.188339,-8.416483,1.0
0,0,5,39.444524,-16.192983,1.0
0,0,6,34.950083,-11.401585,1.0
0,1,0,18.71689,4.372833,1.0
0,1,1,26.385211,-3.374624,1.0
0,1,2,30.479456,-5.876506,1.0
0,1,3,33.194755,-7.740883,0.0
0,1,4,30.330527,-8.696639,1.0
0,1,5,39.323514,-16.041191,1.0
0,1,6,34.8497,-11.202417,1.0
0,2,0,19.205371,4.084008,1.0
0,2,1,26.538409,-3.554872,1.0
0,2,2,30.312447,-5.687155,1.0
0,2,3,33.120217,-7.606187,0.0
0,2,4,30.521499,-8.945953,1.0
0,2,5,39.202505,-15.8894,1.0
0,2,6,34.749317,-11.003248,1.0
0,3,0,19.693853,3.795184,1.0
0,3,1,26.691606,-3.73512,1.0
0,3,2,30.145438,-5.497803,1.0
0,3,3,33.045678,-7.471491,0.0
0,3,4,30.712471,-9.195267,1.0
0,3,5,39.081495,-15.737608,1.0
0,3,6,34.648934,-10.80408,1.0
0,4,0,20.182334,3.506359,1.0
0,4,1,26.844804,-3.915368,1.0
0,4,2,29.97843,-5.308451,1.0
0,4,3,32.97114,-7.336794,0.0
0,4,4,30.903443,-9.444581,1.0
0,4,5,38.960486,-15.585816,1.0
0,4,6,34.548551,-10.604911,1.0
0,5,0,20.670815,3.217534,1.0
0,5,1,26.971138,-4.075556,1.0
0,5,2,29.811422,-5.1191,1.0
0,5,3,32.896601,-7.202098,0.0
0,5,4,31.094415,-9.693896,1.0
0,5,5,38.839476,-15.434024,1.0
0,5,6,34.448168,-10.405743,1.0
0,6,0,21.159296,2.928709,1.0
0,6,1,27.097471,-4.235744,1.0
0,6,2,29.644413,-4.929748,1.0
0,6,3,32.822063,-7.067402,0.0
0,6,4,31.285387,-9.94321,1.0
0,6,5,38.718466,-15.282233,1.0
0,6,6,34.347785,-10.206574,1.0
0,7,0,21.647777,2.639884,1.0
0,7,1,27.223805,-4.395932,1.0
0,7,2,29.477405,-4.740396,1.0
0,7,3,32.747524,-6.932706,0.0
0,7,4,31.476359,-10.192524,1.0
0,7,5,38.597457,-15.130441,1.0
0,7,6,34.247402,-10.007406,1.0
0,8,0,22.167576,2.426043,1.0
0,8,1,27.350138,-4.556121,1.0
0,8,2,29.310396,-4.551044,1.0
0,8,3,32.672986,-6.798009,0.0
0,8,4,31.724103,-10.473141,1.0
0,8,5,38.476447,-14.978649,1.0
0,8,6,34.229268,-9.744491,1.0
0,9,0,22.687375,2.212203,1.0
0,9,1,27.476472,-4.716309,1.0
0,9,2,29.143388,-4.361693,1.0
0,9,3,32.598447,-6.663313,0.0
0,9,4,31.971846,-10.753758,1.0
0,9,5,38.355438,-14.826858,1.0
0,9,6,34.211134,-9.481575,1.0
0,10,0,23.207174,1.998362,1.0
0,10,1,27.602805,-4.876497,1.0
0,10,2,28.976379,-4.172341,1.0
0,10,3,32.523909,-6.528617,0.0
0,10,4,32.21959,-11.034375,1.0
0,10,5,38.234428,-14.675066,1.0
0,10,6,34.193,-9.21866,1.0
0,11,0,23.726973,1.784522,1.0
0,11,1,27.729139,-5.036685,1.0
0,11,2,28.793112,-4.002688,1.0
0,11,3,32.414604,-6.398534,0.0
0,11,4,32.467333,-11.314992,1.0
0,11,5,38.102827,-14.522736,1.0
0,11,6,34.174866,-8.955744,1.0
0,12,0,24.248949,1.704937,1.0
0,12,1,27.897262,-5.217928,1.0
0,12,2,28.609844,-3.833036,1.0
0,12,3,32.305299,-6.26845,0.0
0,12,4,32.703894,-11.605764,1.0
0,12,5,37.971227,-14.370406,1.0
0,12,6,34.156733,-8.692829,1.0
0,13,0,24.770924,1.625352,1.0
0,13,1,28.065386,-5.399171,1.0
0,13,2,28.323408,-3.637672,1.0
0,13,3,32.195995,-6.138367,0.0
0,13,4,32.940455,-11.896535,1.0
0,13,5,37.839626,-14.218076,1.0
0,13,6,34.138599,-8.429913,1.0
0,14,0,25.2929,1.545767,1.0
0,14,1,28.233509,-5.580414,1.0
0,14,2,28.036971,-3.442308,1.0
0,14,3,32.08669,-6.008283,0.0
0,14,4,33.177016,-12.187306,1.0
0,14,5,37.708026,-14.065745,1.0
0,14,6,34.120465,-8.166998,1.0
0,15,0,25.814876,1.466183,1.0
0,15,1,28.401632,-5.761657,1.0
0,15,2,27.750535,-3.246944,1.0
0,15,3,31.977386,-5.878199,0.0
0,15,4,33.413577,-12.478078,1.0
0,15,5,37.576425,-13.913415,1.0
0,15,6,34.102331,-7.904082,1.0
0,16,0,26.336852,1.386598,1.0
0,16,1,28.569755,-5.9429,1.0
0,16,2,27.464098,-3.05158,1.0
0,16,3,31.868081,-5.748116,0.0
0,16,4,33.650138,-12.768849,1.0
0,16,5,37.444825,-13.761085,1.0
0,16,6,34.084197,-7.641167,1.0
0,17,0,26.858827,1.307013,1.0
0,17,1,28.737879,-6.124143,1.0
0,17,2,27.177662,-2.856216,1.0
0,17,3,31.758776,-5.618032,0.0
0,17,4,33.886699,-13.059621,1.0
0,17,5,37.313224,-13.608755,1.0
0,17,6,34.15635,-7.303066,1.0
0,18,0,27.380803,1.227428,1.0
0,18,1,28.906002,-6.305386,1.0
0,18,2,26.853135,-2.755291,1.0
0,18,3,31.649472,-5.487948,0.0
0,18,4,34.125034,-13.33141,1.0
0,18,5,37.125191,-13.408967,1.0
0,18,6,34.228504,-6.964966,1.0
0,19,0,27.895943,1.274142,1.0
0,19,1,29.083192,-6.511853,1.0
0,19,2,26.528608,-2.654365,1.0
0,19,3,31.540167,-5.357865,0.0
0,19,4,34.36337,-13.603198,1.0
0,19,5,36.937158,-13.20918,1.0
0,19,6,34.300657,-6.626865,1.0
0,20,0,28.411083,1.320856,1.0
0,20,1,29.260381,-6.718321,1.0
0,20,2,26.20408,-2.55344,1.0
0,20,3,31.430863,-5.227781,0.0
0,20,4,34.601705,-13.874987,1.0
0,20,5,36.749126,-13.009392,1.0
0,20,6,34.37281,-6.288764,1.0
0,21,0,28.926224,1.367569,1.0
0,21,1,29.437571,-6.924788,1.0
0,21,2,25.879553,-2.452515,1.0
0,21,3,31.321558,-5.097697,0.0
0,21,4,34.840041,-14.146775,1.0
0,21,5,36.561093,-12.809605,1.0
0,21,6,34.444964,-5.950664,1.0
0,22,0,29.441364,1.414283,1.0
0,22,1,29.614761,-7.131256,1.0
0,22,2,25.578955,-2.454057,1.0
0,22,3,31.212254,-4.967614,0.0
0,22,4,35.078376,-14.418564,1.0
0,22,5,36.37306,-12.609817,1.0
0,22,6,34.517117,-5.612563,1.0
0,22,8,6.662863,4.044561,
0,23,0,29.956504,1.460997,1.0
0,23,1,29.791951,-7.337723,1.0
0,23,2,25.278358,-2.4556,1.0
0,23,3,31.102949,-4.83753,0.0
0,23,4,35.294144,-14.681581,1.0
0,23,5,36.185027,-12.41003,1.0
0,23,6,34.58927,-5.274462,1.0
0,23,8,6.538157,3.687417,
0,24,0,30.486131,1.567477,1.0
0,24,1,29.96914,-7.544191,1.0
0,24,2,24.97776,-2.457142,1.0
0,24,3,30.993041,-4.722114,0.0
0,24,4,35.509911,-14.944598,1.0
0,24,5,35.996995,-12.210242,1.0
0,24,6,34.661424,-4.936362,1.0
0,24,8,6.413452,3.330274,
0,25,0,31.015759,1.673958,1.0
0,25,1,30.14633,-7.750658,1.0
0,25,2,24.677162,-2.458684,1.0
0,25,3,30.883133,-4.606698,0.0
0,25,4,35.725679,-15.207615,1.0
0,25,5,35.808962,-12.010455,1.0
0,25,6,34.733577,-4.598261,1.0
0,25,8,6.288746,2.97313,
0,26,0,31.545386,1.780438,1.0
0,26,1,30.369597,-7.997727,1.0
0,26,2,24.376565,-2.460227,1.0
0,26,3,30.773225,-4.491281,0.0
0,26,4,35.941447,-15.470631,1.0
0,26,5,35.620929,-11.810667,1.0
0,26,6,34.880775,-4.294507,1.0
0,26,8,6.164041,2.615987,
0,27,0,32.075013,1.886918,1.0
0,27,1,30.592865,-8.244796,1.0
0,27,2,24.075967,-2.461769,1.0
0,27,3,30.663316,-4.375865,0.0
0,27,4,36.157214,-15.733648,1.0
0,27,5,35.432896,-11.61088,1.0
0,27,6,35.027973,-3.990752,1.0
0,27,8,6.039335,2.258843,
0,28,0,32.60464,1.993398,1.0
0,28,1,30.816132,-8.491865,1.0
0,28,2,23.774008,-2.471716,1.0
0,28,3,30.553408,-4.260449,0.0
0,28,4,36.372982,-15.996665,1.0
0,28,5,35.244864,-11.411092,1.0
0,28,6,35.175171,-3.686998,1.0
0,28,8,5.91463,1.9017,
0,29,0,33.134268,2.099879,1.0
0,29,1,31.039399,-8.738934,1.0
0,29,2,23.444765,-2.615635,1.0
0,29,3,30.4435,-4.145033,0.0
0,29,4,36.588749,-16.259682,1.0
0,29,5,35.056831,-11.211305,1.0
0,29,6,35.322369,-3.383244,1.0
0,29,8,5.789924,1.544556,
0,30,0,33.663895,2.206359,1.0
0,30,1,31.262667,-8.986004,1.0
0,30,2,23.115522,-2.759554,1.0
0,30,3,30.333592,-4.029616,0.0
0,30,4,36.804517,-16.522699,1.0
0,30,5,34.868798,-11.011517,1.0
0,30,6,35.469567,-3.079489,1.0
0,30,8,5.598196,1.074449,
0,31,0,34.276551,2.389292,1.0
0,31,1,31.485934,-9.233073,1.0
0,31,2,22.786278,-2.903472,1.0
0,31,3,30.223684,-3.9142,0.0
0,31,5,34.679494,-10.7699,1.0
0,31,6,35.616765,-2.775735,1.0
0,31,8,5.406469,0.604342,
0,32,0,34.889206,2.572226,1.0
0,32,1,31.709201,-9.480142,1.0
0,32,2,22.457035,-3.047391,1.0
0,32,3,30.113776,-3.798784,0.0
0,32,5,34.490189,-10.528282,1.0
0,32,6,35.841623,-2.465209,1.0
0,32,8,5.214741,0.134235,
0,33,0,35.501862,2.755159,1.0
0,33,1,31.932469,-9.727211,1.0
0,33,2,22.127791,-3.191309,1.0
0,33,3,30.003868,-3.683368,0.0
0,33,5,34.300884,-10.286665,1.0
0,33,6,36.066481,-2.154683,1.0
0,33,8,5.059593,-0.253096,
0,34,0,36.114517,2.938092,1.0
0,34,1,32.155736,-9.97428,1.0
0,34,2,21.798548,-3.335228,1.0
0,34,3,29.893959,-3.567952,0.0
0,34,5,34.11158,-10.045047,1.0
0,34,6,36.291339,-1.844158,1.0
0,34,8,4.904446,-0.640427,
0,35,0,36.727172,3.121026,1.0
0,35,1,32.383289,-10.244652,1.0
0,35,2,21.493251,-3.546094,1.0
0,35,3,29.784051,-3.452535,0.0
0,35,5,33.922276,-9.80343,1.0
0,35,6,36.516197,-1.533632,1.0
0,35,7,39.679699,-16.740487,1.0
0,35,8,4.749298,-1.027757,
0,36,0,37.339828,3.303959,1.0
0,36,1,32.610843,-10.515025,1.0
0,36,2,21.187955,-3.75696,1.0
0,36,3,29.674143,-3.337119,0.0
0,36,5,33.732971,-9.561813,1.0
0,36,6,36.741055,-1.223106,1.0
0,36,7,39.437931,-16.471183,1.0
0,36,8,4.594151,-1.415088,
0,37,0,37.956855,3.455197,1.0
0,37,1,32.838396,-10.785397,1.0
0,37,2,20.882658,-3.967826,1.0
0,37,3,29.564235,-3.221703,0.0
0,37,5,33.543667,-9.320195,1.0
0,37,6,36.965913,-0.91258,1.0
0,37,7,39.196164,-16.20188,1.0
0,37,8,4.439003,-1.802419,
0,38,0,38.573882,3.606435,1.0
0,38,1,33.06595,-11.055769,1.0
0,38,2,20.577361,-4.178692,1.0
0,38,3,29.440415,-3.117728,0.0
0,38,5,33.354362,-9.078578,1.0
0,38,6,37.190771,-0.602055,1.0
0,38,7,38.954396,-15.932576,1.0
0,38,8,4.227346,-2.21608,
0,39,0,39.190909,3.757674,1.0
0,39,1,33.293503,-11.326142,1.0
0,39,2,20.272064,-4.389558,1.0
0,39,3,29.316595,-3.013754,0.0
0,39,5,33.123391,-8.857194,1.0
0,39,6,37.415629,-0.291529,1.0
0,39,7,38.712628,-15.663272,1.0
0,39,8,4.015689,-2.62974,
0,40,0,39.807936,3.908912,1.0
0,40,1,33.521057,-11.596514,1.0
0,40,2,19.966768,-4.600424,1.0
0,40,3,29.192774,-2.909779,0.0
0,40,5,32.892421,-8.635809,1.0
0,40,6,37.683069,0.004214,1.0
0,40,7,38.470861,-15.393969,1.0
0,40,8,3.804032,-3.043401,
0,41,0,40.424963,4.06015,1.0
0,41,1,33.74861,-11.866886,1.0
0,41,2,19.661471,-4.81129,1.0
0,41,3,29.068954,-2.805805,0.0
0,41,5,32.66145,-8.414425,1.0
0,41,6,37.950508,0.299958,1.0
0,41,7,38.229093,-15.124665,1.0
0,41,8,3.592375,-3.457062,
0,42,0,41.04199,4.211388,1.0
0,42,1,33.976164,-12.137259,1.0
0,42,2,19.325907,-4.948184,1.0
0,42,3,28.945134,-2.70183,0.0
0,42,5,32.430479,-8.19304,1.0
0,42,6,38.217948,0.595701,1.0
0,42,7,38.006764,-14.856428,1.0
0,43,0,41.612547,4.413602,1.0
0,43,1,34.203717,-12.407631,1.0
