,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,t_index,YOLO_cls,rgb_LLR,lidar_LLR,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
0,0,3000.000,26.040,-1.660,0.000,0.000,0.723,0.362,0,0,1.662,-0.405,694.000,204.000,726.000,290.000,26.040,-1.660,-1.360,1.750,0.550,1.980,-0.851
1,2,3000.000,25.460,-2.220,0.000,0.000,0.689,0.076,0,0,1.488,-1.093,726.000,199.000,760.000,291.000,25.460,-2.220,-1.260,1.030,0.540,1.920,-0.223
2,0,3001.000,26.023,-1.713,0.000,-0.021,0.738,NaN,1,0,2.907,-1.327,694.000,205.000,726.000,289.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,2,3001.000,25.453,-2.305,0.001,-0.031,0.737,NaN,1,0,2.907,-1.326,727.000,199.000,759.000,293.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,0,3002.000,26.059,-1.711,0.010,-0.010,0.730,0.679,2,0,1.790,0.559,694.000,203.000,724.000,290.000,26.080,-1.690,-1.330,1.690,0.620,1.730,-0.851
5,2,3002.000,25.494,-2.254,0.014,0.016,0.727,0.041,2,0,1.790,-1.451,728.000,199.000,759.000,294.000,25.510,-2.200,-1.250,0.800,0.590,1.770,-0.269
6,17,3002.000,25.820,-4.700,0.000,0.000,0.058,0.060,2,0,-2.528,-1.264,848.000,201.000,857.000,240.000,25.820,-4.700,-0.460,0.770,0.610,1.680,-0.871
7,0,3003.000,26.044,-1.720,-0.003,-0.009,0.717,0.585,3,0,1.662,0.249,694.000,202.000,727.000,290.000,26.040,-1.720,-1.340,1.720,0.590,1.840,2.432
8,2,3003.000,25.526,-2.225,0.017,0.022,0.744,0.941,3,0,1.893,4.938,728.000,200.000,758.000,293.000,25.570,-2.220,-1.250,0.920,0.600,1.940,-0.664
9,17,3003.000,26.344,-4.363,0.245,0.189,0.560,0.016,3,0,0.158,-1.565,782.000,199.000,817.000,265.000,27.150,-3.730,-1.260,2.030,0.610,1.820,-1.282
10,0,3004.000,26.039,-1.747,-0.006,-0.015,0.687,NaN,4,0,2.173,-1.327,694.000,203.000,728.000,290.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,2,3004.000,25.537,-2.279,0.017,-0.002,0.743,NaN,4,0,2.907,-1.326,728.000,199.000,758.000,293.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,17,3004.000,26.588,-4.175,0.244,0.188,NaN,NaN,4,0,-1.200,-1.318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,0,3005.000,26.048,-1.764,-0.002,-0.013,0.685,0.060,5,0,1.231,-1.294,695.000,202.000,725.000,290.000,26.070,-1.770,-1.320,0.850,0.500,1.810,0.399
14,2,3005.000,25.564,-2.262,0.021,0.002,0.620,0.014,5,0,0.705,-1.556,775.000,198.000,818.000,265.000,25.600,-2.250,-1.270,1.830,0.590,1.860,-0.731
15,17,3005.000,26.831,-3.987,0.244,0.188,NaN,NaN,5,0,-2.258,-1.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,0,3006.000,26.104,-1.742,0.012,-0.004,0.656,0.900,6,0,0.944,3.253,695.000,203.000,722.000,288.000,26.170,-1.700,-1.330,1.950,0.560,1.740,-0.756
17,2,3006.000,25.519,-2.247,0.004,0.003,0.735,0.926,6,0,2.178,3.500,727.000,200.000,758.000,290.000,25.470,-2.220,-1.270,0.930,0.490,1.790,-0.561
18,17,3006.000,27.065,-3.729,0.240,0.217,0.675,0.098,6,0,0.869,-1.152,776.000,199.000,817.000,267.000,26.970,-3.360,-1.230,0.710,0.670,1.690,-0.172
19,0,3007.000,26.118,-1.718,0.015,0.000,0.663,NaN,7,0,1.803,-1.327,694.000,201.000,722.000,290.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,2,3007.000,25.512,-2.290,0.002,-0.009,0.736,NaN,7,0,2.907,-1.326,728.000,199.000,757.000,292.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,17,3007.000,27.303,-3.532,0.240,0.210,0.707,NaN,7,0,2.280,-1.320,775.000,199.000,817.000,268.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,0,3008.000,26.178,-1.739,0.026,-0.005,0.576,0.253,8,0,0.497,-0.639,696.000,202.000,721.000,288.000,26.190,-1.780,-1.360,1.730,0.580,1.740,-0.847
23,2,3008.000,25.513,-2.300,0.001,-0.010,NaN,NaN,8,0,-1.142,-2.167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,17,3008.000,27.522,-3.412,0.234,0.185,0.666,NaN,8,0,1.724,-1.316,775.000,199.000,817.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,0,3009.000,26.145,-1.710,0.011,0.002,0.653,0.564,9,0,0.873,0.193,693.000,202.000,725.000,289.000,26.060,-1.650,-1.340,0.910,0.530,1.790,0.577
26,2,3009.000,25.515,-2.310,0.002,-0.010,NaN,NaN,9,0,-1.161,-1.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,17,3009.000,27.726,-3.400,0.232,0.139,0.680,NaN,9,0,1.846,-1.305,779.000,199.000,817.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,0,3010.000,26.167,-1.716,0.014,-0.002,0.577,NaN,10,0,1.046,-1.327,694.000,198.000,724.000,289.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,2,3010.000,25.495,-2.326,-0.002,-0.013,0.694,NaN,10,0,2.173,-1.326,727.000,198.000,757.000,292.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,17,3010.000,27.959,-3.446,0.237,0.094,0.748,NaN,10,0,2.906,-1.302,775.000,199.000,817.000,265.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,0,3011.000,26.069,-1.692,-0.012,0.003,0.170,0.893,11,0,-1.737,2.777,694.000,201.000,721.000,287.000,25.980,-1.680,-1.400,0.920,0.550,1.860,2.792
32,2,3011.000,25.455,-2.267,-0.006,0.005,0.246,0.042,11,0,-1.115,-1.390,702.000,200.000,725.000,285.000,25.480,-2.170,-1.300,1.940,0.600,1.930,-0.441
33,17,3011.000,28.313,-3.657,0.258,0.033,0.734,NaN,11,0,2.590,-1.302,778.000,199.000,816.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,0,3012.000,26.027,-1.676,-0.018,0.005,0.516,0.449,12,0,0.126,-0.188,699.000,203.000,721.000,288.000,26.000,-1.650,-1.340,0.880,0.500,1.780,2.472
35,2,3012.000,25.492,-2.238,-0.000,0.007,0.740,0.771,12,0,1.893,1.059,726.000,200.000,760.000,290.000,25.540,-2.180,-1.240,1.820,0.600,1.820,-0.762
36,17,3012.000,28.574,-3.653,0.258,0.025,0.724,NaN,12,0,2.434,-1.310,776.000,199.000,816.000,267.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,0,3013.000,26.007,-1.698,-0.018,0.000,0.501,NaN,13,0,0.432,-1.327,696.000,203.000,722.000,287.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,2,3013.000,25.495,-2.270,-0.002,-0.001,0.681,NaN,13,0,2.039,-1.326,727.000,200.000,756.000,293.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,17,3013.000,28.818,-3.691,0.254,0.004,0.637,NaN,13,0,1.407,-1.309,781.000,200.000,816.000,267.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,0,3014.000,25.999,-1.694,-0.018,0.001,0.645,0.839,14,0,0.873,1.590,694.000,203.000,721.000,288.000,26.010,-1.680,-1.280,1.900,0.580,1.790,2.368
