id,external_id,class_id,object_time,life_time,speed,class_confidence,object_confidence,gps_latitude,gps_longitude,gps_heading,world_x,world_y,world_z,world_heading_3d,world_height,world_length,world_width,image_x,image_y,speed_x_confidence,speed_y_confidence,world_x_confidence,world_y_confidence,world_heading_3d_confidence,record_time,data_number,camera_type,message_type,record_type,interval_time,num_objects
6,0,0,0.458,0.000,4.064,0.995,0.995,0.0,0.0,39.209,2.428,6.862,0,39.209,1.700,0.300,0.450,0.596,0.941,1,1,1,1,126,,4,visual,Data,TrackUpdate,0.10,1
6,0,0,0.524,0.066,4.556,0.995,0.995,0.0,0.0,39.209,2.477,6.996,0,39.209,1.700,0.300,0.450,0.598,0.932,1,1,1,1,126,,5,visual,Data,TrackUpdate,0.10,1
6,0,0,0.658,0.200,4.832,0.998,0.998,0.0,0.0,39.209,2.575,7.186,0,39.209,1.700,0.300,0.450,0.602,0.921,1,1,1,1,126,,6,visual,Data,TrackUpdate,0.10,1
6,0,0,0.724,0.266,4.578,0.996,0.996,0.0,0.0,39.209,2.601,7.216,0,39.209,1.700,0.300,0.450,0.603,0.919,1,1,1,1,126,,7,visual,Data,TrackUpdate,0.10,1
6,0,0,0.859,0.401,4.528,0.997,0.997,0.0,0.0,39.209,2.717,7.327,0,39.209,1.700,0.300,0.450,0.607,0.912,1,1,1,1,126,,8,visual,Data,TrackUpdate,0.10,1
6,0,0,0.925,0.467,4.224,0.998,0.998,0.0,0.0,39.209,2.771,7.299,0,39.209,1.700,0.300,0.450,0.609,0.914,1,1,1,1,126,,9,visual,Data,TrackUpdate,0.10,1
6,0,0,1.124,0.666,3.889,0.998,0.998,0.0,0.0,39.209,2.921,7.346,0,39.209,1.700,0.300,0.450,0.616,0.911,1,1,1,1,126,,11,visual,Data,TrackUpdate,0.10,1
6,0,0,1.258,0.800,3.661,0.998,0.998,0.0,0.0,39.209,2.997,7.366,0,39.209,1.700,0.300,0.450,0.619,0.910,1,1,1,1,126,,12,visual,Data,TrackUpdate,0.10,1
6,0,0,1.327,0.869,3.567,0.998,0.998,0.0,0.0,39.209,3.035,7.378,0,39.209,1.700,0.300,0.450,0.621,0.909,1,1,1,1,126,,13,visual,Data,TrackUpdate,0.10,1
6,0,0,1.400,0.942,3.670,0.998,0.999,0.0,0.0,39.209,3.128,7.443,0,39.209,1.700,0.300,0.450,0.625,0.906,1,1,1,1,126,,14,visual,Data,TrackUpdate,0.10,1
6,0,0,1.524,1.066,3.818,0.997,0.998,0.0,0.0,50.960,3.263,7.587,0,50.960,1.700,0.300,0.450,0.629,0.897,1,1,1,1,126,,15,visual,Data,TrackUpdate,0.10,1
6,0,0,1.58,0.600,4.050,0.999,0.999,0.0,0.0,39.209,2.887,7.341,0,39.209,1.700,0.300,0.450,0.615,0.911,1,1,1,1,126,,10,visual,Data,TrackUpdate,0.10,1
6,0,0,1.658,1.200,3.877,0.998,0.999,0.0,0.0,50.960,3.385,8.010,0,50.960,1.900,1.100,0.450,0.632,0.874,1,1,1,1,126,,16,visual,Data,TrackUpdate,0.10,1
6,0,0,1.724,1.266,3.779,0.999,0.999,0.0,0.0,50.960,3.391,8.040,0,50.960,1.900,1.100,0.450,0.631,0.872,1,1,1,1,126,,17,visual,Data,TrackUpdate,0.10,1
6,0,0,1.858,1.400,3.615,0.997,0.998,0.0,0.0,50.960,3.426,8.085,0,50.960,1.900,1.100,0.450,0.633,0.869,1,1,1,1,126,,18,visual,Data,TrackUpdate,0.10,1
6,0,0,1.924,1.466,3.586,0.998,0.999,0.0,0.0,50.960,3.464,8.117,0,50.960,1.900,1.100,0.450,0.634,0.869,1,1,1,1,126,,19,visual,Data,TrackUpdate,0.10,1
50,11,0,100.1,10.000,3.398,0.881,1.000,0.0,0.0,224.943,-2.865,5.698,0,224.943,1.700,0.300,0.450,0.322,0.975,127,127,1,1,127,,1000,visual,Data,TrackUpdate,0.10,1
50,11,0,100.124,10.123,3.606,0.932,1.000,0.0,0.0,224.943,-3.019,5.622,0,224.943,1.700,0.300,0.450,0.314,0.977,127,127,1,1,127,,1001,visual,Data,TrackUpdate,0.10,1
50,11,0,100.258,10.257,3.819,0.996,1.000,0.0,0.0,224.943,-3.167,5.507,0,224.943,1.700,0.300,0.450,0.305,0.982,127,127,1,1,127,,1002,visual,Data,TrackUpdate,0.10,1
50,11,0,100.324,10.323,3.746,0.992,1.000,0.0,0.0,224.943,-3.180,5.479,0,224.943,1.700,0.300,0.450,0.304,0.984,127,127,1,1,127,,1003,visual,Data,TrackUpdate,0.10,1
50,11,0,100.458,10.457,3.438,0.972,1.000,0.0,0.0,224.943,-3.215,5.395,0,224.943,1.700,0.300,0.450,0.301,0.989,127,127,1,1,127,,1004,visual,Data,TrackUpdate,0.10,1
50,11,0,100.524,10.523,3.623,0.731,1.000,0.0,0.0,225.064,-3.261,5.336,0,225.064,1.700,0.300,0.450,0.297,0.993,127,127,1,1,127,,1005,visual,Data,TrackUpdate,0.10,1
50,11,0,100.658,10.657,3.725,0.598,1.000,0.0,0.0,225.064,-3.380,5.183,0,225.064,1.700,0.300,0.450,0.289,1.000,127,127,1,1,127,,1006,visual,Data,TrackUpdate,0.10,1
56,12,0,103.658,0.000,4.222,0.994,0.994,0.0,0.0,32.126,2.091,5.699,0,32.126,1.700,0.300,0.450,0.585,1.019,1,1,1,1,126,,1036,visual,Data,TrackUpdate,0.10,1
56,12,0,103.724,0.066,4.054,0.897,0.904,0.0,0.0,32.126,2.165,5.715,0,32.126,1.700,0.300,0.450,0.589,1.018,127,127,1,1,127,,1037,visual,Data,TrackUpdate,0.10,1
56,12,0,103.858,0.200,3.340,0.993,0.994,0.0,0.0,32.126,2.216,5.713,0,32.126,1.700,0.300,0.450,0.592,1.018,127,127,1,1,127,,1038,visual,Data,TrackUpdate,0.10,1
