id,external_id,class_id,object_time,life_time,speed,class_confidence,object_confidence,gps_latitude,gps_longitude,gps_heading,world_x,world_y,world_z,world_heading_3d,world_height,world_length,world_width,image_x,image_y,speed_x_confidence,speed_y_confidence,world_x_confidence,world_y_confidence,world_heading_3d_confidence,record_time,data_number,camera_type,message_type,record_type,interval_time,num_objects
193,100,5,1000.105,1.410,27.216,0.999,1.000,0.0,0.0,155.398,-9.038,32.116,0,155.398,1.500,5.000,2.000,0.121,0.401,1,1,1,1,126,,10001,visual,Data,TrackUpdate,0.10,2
76,69,5,1000.105,274.868,0.000,0.987,0.993,0.0,0.0,166.600,-17.045,55.615,0,166.600,1.500,5.000,2.000,0.072,0.140,1,1,1,1,126,,10001,visual,Data,TrackUpdate,0.10,2
193,100,5,1000.228,1.533,27.200,0.999,1.000,0.0,0.0,155.528,-8.682,31.259,0,155.528,1.500,5.000,2.000,0.127,0.417,1,1,1,1,126,,10002,visual,Data,TrackUpdate,0.10,2
76,69,5,1000.228,274.991,0.000,0.988,0.994,0.0,0.0,166.600,-17.045,55.615,0,166.600,1.500,5.000,2.000,0.072,0.140,1,1,1,1,126,,10002,visual,Data,TrackUpdate,0.10,2
193,100,5,1000.28,1.333,27.271,0.999,1.000,0.0,0.0,155.146,-9.257,32.630,0,155.146,1.500,5.000,2.000,0.118,0.392,1,1,1,1,126,,10000,visual,Data,TrackUpdate,0.10,2
76,69,5,1000.28,274.791,0.000,0.986,0.993,0.0,0.0,166.600,-17.045,55.615,0,166.600,1.500,5.000,2.000,0.072,0.140,1,1,1,1,126,,10000,visual,Data,TrackUpdate,0.10,2
193,100,5,1000.362,1.667,27.100,0.999,1.000,0.0,0.0,155.591,-8.283,30.372,0,155.591,1.500,5.000,2.000,0.134,0.434,1,1,1,1,126,,10003,visual,Data,TrackUpdate,0.10,2
76,69,5,1000.362,275.125,0.000,0.987,0.993,0.0,0.0,166.600,-17.045,55.615,0,166.600,1.500,5.000,2.000,0.072,0.140,1,1,1,1,126,,10003,visual,Data,TrackUpdate,0.10,2
193,100,5,1000.429,1.734,27.132,0.999,1.000,0.0,0.0,155.545,-8.049,29.896,0,155.545,1.500,5.000,2.000,0.139,0.444,1,1,1,1,126,,10004,visual,Data,TrackUpdate,0.10,2
76,69,5,1000.429,275.192,0.000,0.987,0.993,0.0,0.0,166.600,-17.045,55.615,0,166.600,1.500,5.000,2.000,0.072,0.140,1,1,1,1,126,,10004,visual,Data,TrackUpdate,0.10,2
193,100,5,1000.562,1.867,27.150,0.999,1.000,0.0,0.0,155.328,-7.598,28.976,0,155.328,1.500,5.000,2.000,0.149,0.464,1,1,1,1,126,,10005,visual,Data,TrackUpdate,0.10,2
