id,external_id,class_id,object_time,life_time,speed,class_confidence,object_confidence,gps_latitude,gps_longitude,gps_heading,world_x,world_y,world_z,world_heading_3d,world_height,world_length,world_width,image_x,image_y,speed_x_confidence,speed_y_confidence,world_x_confidence,world_y_confidence,world_heading_3d_confidence,record_time,data_number,camera_type,message_type,record_type,interval_time,num_objects
210,64,5,1000.146,332.073,0.000,0.981,0.991,0.0,0.0,8.444,-8.746,63.875,0,8.444,1.500,5.000,2.000,0.286,0.070,1,1,3,3,126,,9963,thermal,Data,TrackUpdate,0.10,4
275,100,5,1000.146,3.734,26.473,0.997,1.000,0.0,0.0,157.155,-1.813,26.324,0,157.155,1.500,5.000,2.000,0.406,0.531,1,1,1,1,126,,9963,thermal,Data,TrackUpdate,0.10,4
52,11,0,1000.146,786.979,0.147,0.988,1.000,0.0,0.0,352.865,-9.347,36.598,0,352.865,1.700,0.300,0.450,0.134,0.330,1,1,1,1,126,,9963,thermal,Data,TrackUpdate,0.10,4
76,21,5,1000.146,679.801,0.000,0.999,1.000,0.0,0.0,298.930,-6.694,55.545,0,298.930,1.500,5.000,2.000,0.312,0.119,1,1,3,3,126,,9963,thermal,Data,TrackUpdate,0.10,4
210,64,5,1000.16,331.943,0.000,0.981,0.991,0.0,0.0,8.444,-8.746,63.875,0,8.444,1.500,5.000,2.000,0.286,0.070,1,1,3,3,126,,9962,thermal,Data,TrackUpdate,0.10,4
275,100,5,1000.16,3.604,26.234,0.999,1.000,0.0,0.0,157.155,-2.138,27.278,0,157.155,1.500,5.000,2.000,0.392,0.506,1,1,1,1,126,,9962,thermal,Data,TrackUpdate,0.10,4
52,11,0,1000.16,786.849,0.147,0.991,1.000,0.0,0.0,352.865,-9.347,36.598,0,352.865,1.700,0.300,0.450,0.134,0.330,1,1,1,1,126,,9962,thermal,Data,TrackUpdate,0.10,4
76,21,5,1000.16,679.671,0.000,0.999,1.000,0.0,0.0,298.930,-6.694,55.545,0,298.930,1.500,5.000,2.000,0.312,0.119,1,1,3,3,126,,9962,thermal,Data,TrackUpdate,0.10,4
210,64,5,1000.211,332.138,0.000,0.980,0.990,0.0,0.0,8.444,-8.746,63.875,0,8.444,1.500,5.000,2.000,0.286,0.070,1,1,3,3,126,,9964,thermal,Data,TrackUpdate,0.10,4
275,100,5,1000.211,3.799,26.377,0.997,1.000,0.0,0.0,157.155,-1.652,25.812,0,157.155,1.500,5.000,2.000,0.414,0.547,1,1,1,1,126,,9964,thermal,Data,TrackUpdate,0.10,4
52,11,0,1000.211,787.044,0.147,0.987,1.000,0.0,0.0,352.865,-9.347,36.598,0,352.865,1.700,0.300,0.450,0.134,0.330,1,1,1,1,126,,9964,thermal,Data,TrackUpdate,0.10,4
76,21,5,1000.211,679.866,0.000,0.999,1.000,0.0,0.0,298.930,-6.694,55.545,0,298.930,1.500,5.000,2.000,0.312,0.119,1,1,3,3,126,,9964,thermal,Data,TrackUpdate,0.10,4
210,64,5,1000.340,332.267,0.000,0.981,0.991,0.0,0.0,8.444,-8.746,63.875,0,8.444,1.500,5.000,2.000,0.286,0.070,1,1,3,3,126,,9965,thermal,Data,TrackUpdate,0.10,4
275,100,5,1000.340,3.928,26.353,0.997,1.000,0.0,0.0,157.155,-1.285,24.804,0,157.155,1.500,5.000,2.000,0.431,0.576,1,1,1,1,126,,9965,thermal,Data,TrackUpdate,0.10,4
52,11,0,1000.340,787.173,0.147,0.989,1.000,0.0,0.0,352.865,-9.347,36.598,0,352.865,1.700,0.300,0.450,0.134,0.330,1,1,1,1,126,,9965,thermal,Data,TrackUpdate,0.10,4
76,21,5,1000.340,679.995,0.000,0.999,1.000,0.0,0.0,298.930,-6.694,55.545,0,298.930,1.500,5.000,2.000,0.312,0.119,1,1,3,3,126,,9965,thermal,Data,TrackUpdate,0.10,4
210,64,5,1000.405,332.332,0.000,0.978,0.989,0.0,0.0,8.444,-8.746,63.875,0,8.444,1.500,5.000,2.000,0.286,0.070,1,1,3,3,126,,9966,thermal,Data,TrackUpdate,0.10,4
275,100,5,1000.405,3.993,26.599,0.997,1.000,0.0,0.0,157.155,-1.109,24.271,0,157.155,1.500,5.000,2.000,0.441,0.594,1,1,1,1,126,,9966,thermal,Data,TrackUpdate,0.10,4
52,11,0,1000.405,787.238,0.024,0.990,1.000,0.0,0.0,352.865,-9.352,36.616,0,352.865,1.700,0.300,0.450,0.134,0.330,1,1,1,1,126,,9966,thermal,Data,TrackUpdate,0.10,4
76,21,5,1000.405,680.060,0.000,0.999,1.000,0.0,0.0,298.930,-6.694,55.545,0,298.930,1.500,5.000,2.000,0.312,0.119,1,1,3,3,126,,9966,thermal,Data,TrackUpdate,0.10,4
