,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,frame_index,YOLO_cls,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
328,2,1775.000,37.726,-17.661,0.242,-0.287,NaN,NaN,33,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
329,3,1775.000,22.053,-3.013,-0.351,-0.180,0.726,NaN,33,0,788.000,200.000,831.000,280.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
330,5,1775.000,-1.584,-9.185,-0.351,-0.066,NaN,NaN,33,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
331,6,1775.000,35.849,-2.458,0.177,0.239,0.168,NaN,33,0,693.000,189.000,717.000,236.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
332,7,1775.000,34.454,-10.466,-0.149,0.231,NaN,NaN,33,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
333,9,1775.000,31.152,-13.003,0.147,-0.378,NaN,NaN,33,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
334,10,1775.000,35.330,2.868,0.497,0.194,0.663,NaN,33,0,503.000,188.000,527.000,255.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
335,11,1775.000,14.899,4.204,0.004,-0.006,NaN,NaN,33,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
336,12,1775.000,31.549,-9.407,0.173,-0.297,0.220,NaN,33,0,1019.000,199.000,1038.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
337,17,1775.000,31.513,-9.186,0.007,-0.036,0.669,NaN,33,0,1001.000,190.000,1028.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
338,0,1777.000,29.864,-3.502,-0.113,0.093,0.745,0.958,34,0,767.000,189.000,787.000,268.000,29.910,-3.470,-0.940,0.750,0.670,1.670,0.026
339,1,1777.000,30.111,-3.854,-0.239,0.130,NaN,NaN,34,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
340,2,1777.000,37.963,-17.953,0.236,-0.292,NaN,NaN,34,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
341,3,1777.000,21.809,-3.298,-0.307,-0.226,0.335,0.353,34,0,814.000,201.000,852.000,273.000,21.840,-3.330,-1.050,1.720,0.530,1.710,0.694
342,5,1777.000,-1.945,-9.248,-0.361,-0.063,NaN,NaN,34,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343,6,1777.000,35.969,-2.233,0.164,0.224,0.147,NaN,34,0,677.000,192.000,706.000,246.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
344,7,1777.000,34.308,-10.224,-0.145,0.242,NaN,NaN,34,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
345,9,1777.000,31.294,-13.378,0.142,-0.375,NaN,NaN,34,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
346,10,1777.000,35.833,2.956,0.518,0.154,0.655,NaN,34,0,497.000,187.000,517.000,255.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
347,11,1777.000,14.902,4.288,0.011,0.009,0.157,NaN,34,0,235.000,202.000,248.000,241.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
348,12,1777.000,31.745,-9.790,0.210,-0.362,0.119,NaN,34,0,1037.000,207.000,1063.000,237.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
349,17,1777.000,31.820,-9.528,0.144,-0.189,0.714,0.785,34,0,1007.000,191.000,1037.000,257.000,32.100,-9.840,-1.080,1.970,0.580,1.880,-0.961
350,0,1778.000,29.716,-3.415,-0.123,0.093,0.777,0.568,35,0,766.000,187.000,789.000,269.000,29.730,-3.420,-1.010,0.830,0.580,1.770,2.420
351,1,1778.000,29.874,-3.731,-0.237,0.123,NaN,NaN,35,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
352,2,1778.000,38.195,-18.247,0.232,-0.294,NaN,NaN,35,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
353,3,1778.000,21.429,-3.439,-0.339,-0.179,0.543,NaN,35,0,819.000,201.000,852.000,274.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
354,5,1778.000,-2.306,-9.313,-0.361,-0.065,NaN,NaN,35,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
355,6,1778.000,36.256,-1.894,0.217,0.285,0.575,NaN,35,0,663.000,191.000,691.000,254.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
356,7,1778.000,34.047,-9.926,-0.169,0.262,0.183,0.089,35,0,1004.000,200.000,1018.000,248.000,33.940,-9.840,-1.040,1.850,0.590,1.900,-0.948
357,9,1778.000,31.444,-13.754,0.150,-0.376,NaN,NaN,35,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
358,10,1778.000,36.374,3.256,0.524,0.220,0.681,NaN,35,0,495.000,187.000,516.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
359,11,1778.000,14.908,4.205,0.023,-0.020,0.333,NaN,35,0,235.000,202.000,249.000,240.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
360,12,1778.000,32.257,-10.007,0.311,-0.350,0.791,0.656,35,0,1015.000,190.000,1045.000,261.000,32.350,-10.110,-1.020,1.920,0.560,1.920,-0.874
361,17,1778.000,31.963,-9.718,0.143,-0.191,NaN,NaN,35,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
362,0,1780.000,29.577,-3.307,-0.128,0.109,0.755,0.538,36,0,753.000,189.000,785.000,271.000,29.620,-3.280,-0.930,0.780,0.520,1.720,-0.349
363,1,1780.000,29.640,-3.609,-0.235,0.122,NaN,NaN,36,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
364,2,1780.000,38.430,-18.542,0.235,-0.295,NaN,NaN,36,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
365,3,1780.000,21.067,-3.584,-0.349,-0.169,0.421,NaN,36,0,836.000,198.000,881.000,280.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
366,5,1780.000,-2.669,-9.382,-0.363,-0.070,NaN,NaN,36,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
367,6,1780.000,36.492,-1.430,0.218,0.348,0.602,NaN,36,0,652.000,190.000,678.000,253.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
368,7,1780.000,33.854,-9.659,-0.192,0.270,0.569,0.525,36,0,991.000,190.000,1017.000,262.000,33.760,-9.660,-1.000,1.090,0.550,1.890,2.579
369,9,1780.000,31.594,-14.127,0.150,-0.373,NaN,NaN,36,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
370,10,1780.000,36.992,3.387,0.566,0.183,0.683,NaN,36,0,489.000,188.000,512.000,258.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
371,11,1780.000,14.928,4.193,0.020,-0.011,NaN,NaN,36,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
372,12,1780.000,32.312,-10.240,0.214,-0.290,0.706,NaN,36,0,1026.000,191.000,1053.000,262.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
373,17,1780.000,32.104,-9.905,0.141,-0.187,NaN,NaN,36,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
374,0,1781.000,29.395,-3.135,-0.154,0.135,0.868,NaN,37,0,748.000,190.000,784.000,271.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
375,1,1781.000,29.408,-3.488,-0.232,0.121,NaN,NaN,37,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
376,2,1781.000,38.667,-18.843,0.237,-0.301,NaN,NaN,37,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
377,3,1781.000,20.739,-3.762,-0.343,-0.170,0.276,NaN,37,0,849.000,200.000,897.000,263.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
378,5,1781.000,-3.034,-9.452,-0.366,-0.069,NaN,NaN,37,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
379,6,1781.000,36.747,-1.120,0.229,0.346,0.549,NaN,37,0,643.000,191.000,670.000,251.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
380,7,1781.000,33.646,-9.355,-0.215,0.281,0.549,0.245,37,0,982.000,199.000,1005.000,263.000,33.610,-9.350,-1.000,1.710,0.630,1.710,-0.341
381,9,1781.000,31.747,-14.501,0.153,-0.373,NaN,NaN,37,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
382,10,1781.000,37.650,3.290,0.623,0.067,0.695,NaN,37,0,490.000,187.000,512.000,259.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
383,11,1781.000,14.954,4.187,0.026,-0.007,NaN,NaN,37,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
384,12,1781.000,32.668,-10.534,0.287,-0.284,0.582,0.794,37,0,1032.000,197.000,1058.000,261.000,32.730,-10.540,-1.090,1.810,0.520,1.950,-0.952
385,17,1781.000,32.248,-10.093,0.145,-0.189,NaN,NaN,37,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
386,0,1783.000,29.329,-3.038,-0.108,0.117,0.776,0.096,38,0,751.000,192.000,778.000,272.000,29.390,-3.040,-1.120,0.670,0.710,1.840,-0.243
387,1,1783.000,29.174,-3.369,-0.234,0.119,NaN,NaN,38,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
388,2,1783.000,38.907,-19.144,0.240,-0.301,NaN,NaN,38,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
389,3,1783.000,20.539,-4.076,-0.285,-0.241,0.687,0.221,38,0,870.000,199.000,909.000,281.000,20.680,-4.190,-1.040,1.700,0.590,1.760,0.756
390,5,1783.000,-3.405,-9.519,-0.371,-0.067,NaN,NaN,38,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
391,6,1783.000,37.040,-0.774,0.256,0.354,0.604,NaN,38,0,627.000,188.000,655.000,248.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
392,7,1783.000,33.368,-9.126,-0.238,0.264,0.438,NaN,38,0,975.000,193.000,1006.000,259.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
393,9,1783.000,31.904,-14.871,0.157,-0.370,NaN,NaN,38,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
394,10,1783.000,38.258,3.424,0.614,0.120,0.725,NaN,38,0,483.000,190.000,504.000,258.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
395,11,1783.000,14.876,4.214,-0.003,-0.001,0.512,NaN,38,0,239.000,199.000,253.000,239.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
396,12,1783.000,32.955,-10.747,0.295,-0.265,NaN,0.871,38,0,1019.000,189.000,1089.000,266.000,32.940,-10.730,-1.050,1.790,0.610,1.840,-0.978
397,17,1783.000,32.944,-10.474,0.209,-0.284,0.742,0.144,38,0,1040.000,191.000,1066.000,263.000,32.990,-10.610,-0.960,2.310,0.520,1.920,2.424
398,21,1783.000,39.033,-16.056,0.000,0.000,0.733,NaN,38,0,1153.000,193.000,1175.000,243.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
399,0,1784.000,29.242,-2.938,-0.092,0.093,0.726,0.745,39,0,747.000,192.000,776.000,269.000,29.260,-2.920,-0.960,0.910,0.540,1.790,1.747
400,1,1784.000,29.315,-2.885,-0.159,0.173,NaN,0.327,39,0,727.000,179.000,776.000,269.000,29.300,-2.850,-0.940,0.930,0.570,1.900,0.606
401,2,1784.000,39.144,-19.451,0.237,-0.307,NaN,NaN,39,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402,3,1784.000,20.293,-4.346,-0.267,-0.254,0.513,0.526,39,0,881.000,199.000,934.000,288.000,20.300,-4.370,-1.150,1.810,0.620,1.820,-2.364
403,5,1784.000,-3.773,-9.588,-0.368,-0.069,NaN,NaN,39,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,6,1784.000,37.286,-0.195,0.249,0.447,0.624,NaN,39,0,619.000,192.000,644.000,248.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
405,7,1784.000,33.191,-8.977,-0.210,0.233,0.563,0.605,39,0,970.000,190.000,999.000,259.000,33.280,-9.060,-1.100,1.920,0.550,1.910,-0.888
406,9,1784.000,32.057,-15.248,0.153,-0.377,NaN,NaN,39,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
407,10,1784.000,39.069,3.687,0.718,0.177,0.755,0.096,39,0,481.000,190.000,502.000,257.000,39.300,3.770,-1.150,0.660,0.700,1.840,0.175
408,11,1784.000,14.952,4.220,0.041,0.004,0.510,NaN,39,0,239.000,203.000,252.000,238.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
409,12,1784.000,33.244,-11.011,0.290,-0.264,NaN,NaN,39,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
410,17,1784.000,33.150,-10.763,0.206,-0.288,NaN,NaN,39,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
411,21,1784.000,38.900,-15.802,-0.160,0.192,0.760,NaN,39,0,1146.000,194.000,1171.000,244.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
412,0,1786.000,29.151,-2.845,-0.091,0.093,NaN,NaN,40,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
413,1,1786.000,29.136,-2.741,-0.153,0.160,0.818,0.111,40,0,740.000,188.000,767.000,273.000,29.150,-2.780,-0.940,0.830,0.500,1.740,2.301
414,2,1786.000,39.380,-19.759,0.235,-0.308,NaN,NaN,40,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
415,3,1786.000,20.000,-4.635,-0.287,-0.270,0.795,0.995,40,0,904.000,199.000,956.000,285.000,19.980,-4.660,-1.100,1.860,0.520,1.750,-2.520
416,5,1786.000,-4.136,-9.659,-0.363,-0.071,NaN,NaN,40,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
417,6,1786.000,37.580,0.216,0.267,0.424,0.693,NaN,40,0,602.000,189.000,629.000,248.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
418,7,1786.000,32.931,-8.736,-0.240,0.244,0.364,0.806,40,0,961.000,188.000,993.000,258.000,32.900,-8.680,-1.040,1.740,0.540,1.820,2.306
419,9,1786.000,32.203,-15.625,0.146,-0.377,NaN,NaN,40,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
420,10,1786.000,39.634,3.708,0.620,0.139,0.700,NaN,40,0,475.000,192.000,497.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
421,11,1786.000,14.962,4.223,0.029,0.014,0.657,NaN,40,0,239.000,203.000,254.000,240.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
422,12,1786.000,33.261,-11.444,0.200,-0.332,0.132,NaN,40,0,1069.000,212.000,1083.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
423,17,1786.000,33.180,-11.066,0.144,-0.271,0.559,NaN,40,0,1056.000,191.000,1084.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
424,21,1786.000,38.589,-15.408,-0.261,0.293,0.651,NaN,40,0,1141.000,194.000,1164.000,248.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
425,0,1788.000,28.977,-2.892,-0.125,0.030,0.819,NaN,41,0,729.000,190.000,765.000,274.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
426,1,1788.000,28.986,-2.573,-0.150,0.168,NaN,NaN,41,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
427,2,1788.000,39.617,-20.059,0.238,-0.300,NaN,NaN,41,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
428,3,1788.000,19.747,-4.849,-0.264,-0.246,NaN,0.937,41,0,888.000,184.000,1006.000,314.000,19.760,-4.790,-1.080,1.750,0.460,1.800,-2.504
429,5,1788.000,-4.496,-9.734,-0.360,-0.075,NaN,NaN,41,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
430,6,1788.000,37.888,0.645,0.282,0.413,0.681,NaN,41,0,590.000,190.000,614.000,249.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
431,7,1788.000,32.709,-8.471,-0.228,0.252,0.827,0.103,41,0,929.000,198.000,985.000,304.000,32.750,-8.470,-1.200,0.960,0.540,1.860,-2.723
432,9,1788.000,32.352,-16.002,0.148,-0.377,NaN,NaN,41,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
433,10,1788.000,40.276,4.015,0.648,0.227,0.499,NaN,41,0,475.000,204.000,490.000,255.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
434,11,1788.000,14.912,4.203,-0.006,-0.003,0.554,NaN,41,0,240.000,202.000,255.000,242.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
435,12,1788.000,33.451,-11.647,0.184,-0.271,0.455,NaN,41,0,1068.000,190.000,1093.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
436,17,1788.000,33.322,-11.338,0.142,-0.272,NaN,NaN,41,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
437,21,1788.000,38.360,-15.198,-0.246,0.238,0.520,NaN,41,0,1131.000,199.000,1154.000,249.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
438,0,1789.000,28.863,-2.712,-0.124,0.084,0.818,0.400,42,0,728.000,191.000,763.000,275.000,28.890,-2.610,-1.040,0.870,0.700,1.780,2.298
439,1,1789.000,28.843,-2.401,-0.143,0.172,NaN,NaN,42,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
440,2,1789.000,39.848,-20.358,0.230,-0.300,NaN,NaN,42,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
441,3,1789.000,19.519,-4.988,-0.244,-0.216,NaN,0.896,42,0,896.000,189.000,1021.000,324.000,19.510,-4.900,-1.170,1.830,0.550,1.850,0.558
442,5,1789.000,-4.868,-9.803,-0.372,-0.069,NaN,NaN,42,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
443,6,1789.000,38.207,0.745,0.301,0.319,0.627,NaN,42,0,585.000,191.000,609.000,249.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
444,7,1789.000,32.454,-8.191,-0.243,0.269,0.786,0.158,42,0,937.000,199.000,992.000,303.000,32.450,-8.200,-1.070,1.660,0.650,1.740,-0.855
445,9,1789.000,32.497,-16.379,0.145,-0.377,NaN,NaN,42,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
446,10,1789.000,40.897,4.272,0.635,0.241,0.408,NaN,42,0,477.000,203.000,488.000,248.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
447,11,1789.000,14.899,4.212,-0.013,0.009,NaN,NaN,42,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
448,12,1789.000,33.640,-11.914,0.188,-0.267,NaN,NaN,42,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
449,17,1789.000,33.587,-11.551,0.207,-0.251,0.568,NaN,42,0,1071.000,191.000,1095.000,252.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
450,21,1789.000,38.132,-15.028,-0.239,0.208,0.751,NaN,42,0,1128.000,194.000,1152.000,250.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
451,0,1791.000,28.753,-2.458,-0.138,0.144,0.795,0.420,43,0,724.000,191.000,750.000,274.000,28.780,-2.390,-1.060,1.000,0.650,1.920,2.325
452,1,1791.000,28.701,-2.226,-0.142,0.175,NaN,NaN,43,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
453,2,1791.000,40.081,-20.656,0.233,-0.297,NaN,NaN,43,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
454,3,1791.000,19.246,-5.174,-0.269,-0.201,0.831,0.998,43,0,964.000,199.000,1023.000,310.000,19.140,-5.090,-1.160,1.780,0.470,1.790,-2.527
455,5,1791.000,-5.241,-9.867,-0.373,-0.065,NaN,NaN,43,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
456,6,1791.000,38.526,1.064,0.299,0.327,0.641,NaN,43,0,567.000,192.000,592.000,244.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
457,7,1791.000,32.191,-7.907,-0.247,0.276,0.662,0.173,43,0,937.000,188.000,961.000,259.000,32.190,-7.910,-1.060,1.950,0.550,1.810,2.287
458,9,1791.000,32.642,-16.759,0.146,-0.381,NaN,NaN,43,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
459,10,1791.000,41.535,4.510,0.638,0.238,NaN,NaN,43,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
460,11,1791.000,14.878,4.213,-0.021,0.001,NaN,NaN,43,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
461,12,1791.000,33.830,-12.185,0.190,-0.271,NaN,NaN,43,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
462,17,1791.000,33.789,-11.801,0.202,-0.251,NaN,NaN,43,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
463,21,1791.000,37.877,-14.730,-0.241,0.258,0.688,NaN,43,0,1120.000,194.000,1142.000,245.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
464,0,1792.000,28.653,-2.303,-0.122,0.144,0.790,0.969,44,0,722.000,191.000,747.000,274.000,28.690,-2.340,-1.050,0.910,0.480,1.850,2.586
465,1,1792.000,28.556,-2.051,-0.144,0.175,NaN,NaN,44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
466,2,1792.000,40.315,-20.955,0.234,-0.299,NaN,NaN,44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467,3,1792.000,18.740,-5.367,-0.380,-0.164,0.839,0.916,44,0,970.000,200.000,1032.000,313.000,18.650,-5.320,-1.170,1.820,0.520,1.870,-2.701
468,5,1792.000,-5.613,-9.939,-0.372,-0.072,NaN,NaN,44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
469,6,1792.000,38.845,1.253,0.288,0.261,0.522,NaN,44,0,565.000,193.000,590.000,242.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470,7,1792.000,31.953,-7.644,-0.242,0.268,0.760,0.328,44,0,933.000,186.000,963.000,258.000,31.970,-7.650,-1.080,1.940,0.560,1.810,-0.878
471,9,1792.000,32.791,-17.144,0.149,-0.385,NaN,NaN,44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
472,10,1792.000,42.175,4.744,0.640,0.234,NaN,NaN,44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
473,11,1792.000,14.865,4.210,-0.013,-0.003,NaN,NaN,44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
474,12,1792.000,34.018,-12.457,0.189,-0.272,NaN,NaN,44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
475,17,1792.000,34.000,-12.051,0.211,-0.250,NaN,NaN,44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
476,21,1792.000,37.593,-14.425,-0.272,0.289,0.624,NaN,44,0,1119.000,194.000,1141.000,240.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
477,0,1794.000,28.533,-2.137,-0.129,0.155,0.791,0.907,45,0,709.000,196.000,740.000,275.000,28.520,-2.150,-1.000,0.880,0.460,1.880,2.424
478,1,1794.000,28.419,-1.880,-0.137,0.171,NaN,NaN,45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
479,2,1794.000,40.551,-21.250,0.236,-0.296,NaN,NaN,45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
480,3,1794.000,18.371,-5.498,-0.383,-0.148,0.820,0.935,45,0,997.000,199.000,1056.000,315.000,18.350,-5.460,-1.100,1.850,0.530,1.740,-2.750
481,5,1794.000,-5.987,-10.012,-0.374,-0.073,NaN,NaN,45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
482,6,1794.000,39.105,1.491,0.272,0.248,0.333,NaN,45,0,551.000,192.000,573.000,247.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
483,7,1794.000,31.749,-7.480,-0.224,0.226,0.657,0.987,45,0,923.000,189.000,948.000,253.000,31.790,-7.530,-1.070,1.960,0.490,1.830,2.403
484,9,1794.000,32.942,-17.528,0.151,-0.384,NaN,NaN,45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
485,10,1794.000,42.808,4.978,0.633,0.234,NaN,NaN,45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
486,11,1794.000,14.239,3.831,-0.158,-0.146,0.153,NaN,45,0,244.000,199.000,261.000,241.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
487,12,1794.000,34.402,-12.764,0.243,-0.270,0.678,NaN,45,0,1101.000,191.000,1126.000,247.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
488,17,1794.000,34.222,-12.308,0.222,-0.257,NaN,NaN,45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
489,21,1794.000,37.322,-14.135,-0.272,0.289,NaN,NaN,45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
490,0,1795.000,28.420,-2.062,-0.136,0.112,0.851,0.968,46,0,703.000,192.000,741.000,275.000,28.420,-2.100,-1.110,0.990,0.510,1.850,2.300
491,1,1795.000,28.272,-1.718,-0.147,0.163,NaN,NaN,46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
492,2,1795.000,40.782,-21.545,0.232,-0.294,NaN,NaN,46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
493,3,1795.000,17.972,-5.598,-0.395,-0.126,0.828,0.908,46,0,1002.000,199.000,1062.000,327.000,17.960,-5.550,-1.220,1.740,0.520,1.820,-2.713
