,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,frame_index,YOLO_cls,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
162,2,1753.000,34.058,-13.167,0.342,-0.484,0.636,NaN,18,0,1124.000,202.000,1150.000,255.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163,3,1753.000,26.963,-2.813,-0.315,0.169,0.553,0.983,18,0,749.000,198.000,780.000,272.000,26.910,-2.760,-1.190,1.890,0.580,1.830,2.704
164,5,1753.000,3.830,-8.299,-0.355,-0.050,NaN,NaN,18,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165,6,1753.000,34.086,-6.877,0.011,0.296,0.190,NaN,18,0,872.000,192.000,898.000,238.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,7,1753.000,36.998,-13.648,-0.197,0.143,NaN,NaN,18,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
167,9,1753.000,28.782,-7.402,0.163,-0.372,NaN,NaN,18,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
168,10,1753.000,27.388,1.160,0.604,-0.014,0.383,0.326,18,0,539.000,187.000,575.000,278.000,27.460,1.260,-0.990,0.770,0.540,1.630,-0.187
169,11,1753.000,14.793,4.345,-0.026,0.025,NaN,NaN,18,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
170,12,1753.000,28.728,-6.169,0.185,-0.246,0.370,NaN,18,0,877.000,191.000,923.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
171,0,1754.000,31.642,-5.146,-0.085,0.157,NaN,NaN,19,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
172,1,1754.000,30.985,-3.664,0.312,0.141,NaN,NaN,19,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
173,2,1754.000,34.310,-13.611,0.302,-0.453,0.746,NaN,19,0,1130.000,199.000,1157.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
174,3,1754.000,26.555,-2.697,-0.329,0.158,0.549,NaN,19,0,743.000,198.000,777.000,273.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
175,5,1754.000,3.471,-8.350,-0.359,-0.052,NaN,NaN,19,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
176,6,1754.000,34.168,-6.741,0.026,0.228,0.732,NaN,19,0,867.000,192.000,896.000,250.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
177,7,1754.000,36.802,-13.508,-0.196,0.140,NaN,NaN,19,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
178,9,1754.000,28.945,-7.776,0.164,-0.374,NaN,NaN,19,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
179,10,1754.000,27.997,1.157,0.601,-0.011,0.596,0.168,19,0,539.000,187.000,576.000,254.000,27.970,1.230,-1.090,0.870,0.560,1.920,0.013
180,11,1754.000,14.767,4.382,-0.026,0.038,NaN,NaN,19,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
181,12,1754.000,28.816,-6.362,0.149,-0.233,0.588,NaN,19,0,898.000,190.000,930.000,271.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
182,0,1756.000,31.429,-5.136,-0.134,0.192,0.682,0.105,20,0,832.000,191.000,857.000,266.000,31.420,-5.110,-1.070,0.720,0.610,1.800,1.968
183,1,1756.000,31.301,-3.526,0.316,0.138,NaN,NaN,20,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
184,2,1756.000,34.581,-13.889,0.330,-0.359,0.759,NaN,20,0,1139.000,198.000,1164.000,251.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
185,3,1756.000,26.298,-2.606,-0.295,0.131,0.507,0.969,20,0,738.000,198.000,774.000,266.000,26.310,-2.630,-1.240,1.730,0.630,1.870,2.679
186,5,1756.000,3.104,-8.400,-0.366,-0.050,NaN,NaN,20,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187,6,1756.000,34.182,-6.516,0.014,0.225,NaN,NaN,20,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
188,7,1756.000,36.605,-13.367,-0.197,0.141,NaN,NaN,20,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
189,9,1756.000,29.105,-8.142,0.160,-0.366,NaN,NaN,20,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
190,10,1756.000,28.473,1.230,0.550,0.040,0.646,0.933,20,0,542.000,185.000,576.000,252.000,28.400,1.310,-1.040,1.900,0.600,1.820,0.370
191,11,1756.000,14.982,4.273,0.021,-0.024,0.279,NaN,20,0,222.000,200.000,237.000,239.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192,12,1756.000,28.851,-6.380,0.100,-0.152,0.736,NaN,20,0,906.000,191.000,939.000,271.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
193,0,1757.000,31.229,-4.928,-0.188,0.193,0.711,NaN,21,0,830.000,193.000,854.000,265.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194,1,1757.000,31.619,-3.390,0.318,0.136,NaN,NaN,21,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
195,2,1757.000,34.860,-14.109,0.282,-0.268,0.732,NaN,21,0,1145.000,200.000,1168.000,251.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
196,3,1757.000,25.991,-2.574,-0.314,0.087,0.743,NaN,21,0,735.000,199.000,771.000,272.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
197,5,1757.000,2.737,-8.456,-0.367,-0.056,NaN,NaN,21,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198,6,1757.000,34.197,-6.301,0.015,0.215,NaN,NaN,21,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
199,7,1757.000,36.422,-13.224,-0.183,0.143,NaN,NaN,21,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,9,1757.000,29.271,-8.513,0.166,-0.370,NaN,NaN,21,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
201,10,1757.000,28.983,1.302,0.530,0.059,0.794,0.460,21,0,541.000,185.000,575.000,253.000,28.990,1.290,-1.000,0.890,0.550,1.790,-0.809
202,11,1757.000,14.957,4.257,-0.016,-0.018,0.207,NaN,21,0,223.000,200.000,238.000,236.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
203,12,1757.000,29.069,-6.613,0.147,-0.219,0.767,NaN,21,0,914.000,191.000,942.000,269.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
204,0,1759.000,31.254,-5.082,-0.082,0.089,0.111,NaN,22,0,834.000,189.000,854.000,235.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205,1,1759.000,31.320,-4.822,0.304,-0.140,0.693,0.659,22,0,822.000,194.000,853.000,268.000,31.250,-4.960,-1.090,0.800,0.640,1.660,-0.509
206,2,1759.000,35.083,-14.425,0.239,-0.302,0.714,NaN,22,0,1153.000,200.000,1176.000,252.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
207,3,1759.000,25.707,-2.499,-0.297,0.081,0.634,0.066,22,0,732.000,199.000,769.000,274.000,25.760,-2.500,-1.230,1.870,0.540,1.870,2.900
208,5,1759.000,2.379,-8.517,-0.358,-0.061,NaN,NaN,22,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
209,6,1759.000,34.212,-6.078,0.016,0.222,NaN,NaN,22,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
210,7,1759.000,36.156,-12.786,-0.166,0.230,0.511,NaN,22,0,1078.000,191.000,1098.000,253.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
211,9,1759.000,29.441,-8.887,0.170,-0.374,NaN,NaN,22,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212,10,1759.000,29.477,1.391,0.516,0.062,0.254,0.140,22,0,541.000,186.000,572.000,250.000,29.470,1.380,-1.080,1.900,0.490,1.790,-2.669
213,11,1759.000,14.938,4.245,-0.019,-0.012,NaN,NaN,22,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
214,12,1759.000,29.302,-6.922,0.181,-0.283,0.578,NaN,22,0,922.000,190.000,952.000,266.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215,0,1760.000,31.088,-4.905,-0.132,0.130,0.680,0.259,23,0,816.000,192.000,847.000,272.000,31.050,-4.800,-1.170,0.700,0.650,1.860,-0.403
216,1,1760.000,31.634,-4.960,0.314,-0.138,NaN,NaN,23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217,2,1760.000,35.436,-14.752,0.303,-0.312,NaN,0.060,23,0,1160.000,199.000,1186.000,264.000,35.500,-14.780,-1.180,1.640,0.420,1.680,-0.469
218,3,1760.000,25.350,-2.378,-0.314,0.101,0.689,0.077,23,0,731.000,200.000,768.000,275.000,25.310,-2.350,-1.170,1.850,0.490,1.840,2.926
219,5,1760.000,2.016,-8.577,-0.363,-0.060,NaN,NaN,23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220,6,1760.000,34.230,-5.863,0.017,0.215,NaN,NaN,23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
221,7,1760.000,36.031,-12.641,-0.175,0.206,0.509,NaN,23,0,1076.000,192.000,1097.000,253.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
222,9,1760.000,29.606,-9.259,0.165,-0.372,NaN,NaN,23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223,10,1760.000,29.987,1.429,0.514,0.066,0.521,0.938,23,0,541.000,188.000,571.000,253.000,30.000,1.440,-1.070,0.820,0.570,1.870,0.618
224,11,1760.000,14.926,4.239,-0.012,-0.006,NaN,NaN,23,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225,12,1760.000,29.499,-7.192,0.193,-0.268,0.770,NaN,23,0,927.000,190.000,959.000,265.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,0,1762.000,30.963,-4.729,-0.118,0.161,0.754,0.644,24,0,800.000,192.000,838.000,268.000,30.990,-4.660,-1.100,0.760,0.510,1.810,2.507
227,1,1762.000,31.297,-4.840,0.125,0.003,0.265,0.512,24,0,798.000,186.000,820.000,240.000,31.000,-4.630,-1.100,0.430,0.440,1.860,2.381
228,2,1762.000,35.524,-15.054,0.202,-0.302,0.672,NaN,24,0,1166.000,201.000,1187.000,249.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,3,1762.000,25.002,-2.369,-0.326,0.066,0.758,0.203,24,0,731.000,200.000,768.000,271.000,24.980,-2.420,-1.170,1.810,0.620,1.940,2.887
230,5,1762.000,1.648,-8.642,-0.368,-0.065,NaN,NaN,24,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231,6,1762.000,34.764,-4.881,0.115,0.362,0.102,NaN,24,0,803.000,184.000,815.000,214.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232,7,1762.000,35.811,-12.475,-0.200,0.175,0.365,NaN,24,0,1069.000,190.000,1093.000,258.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233,9,1762.000,29.775,-9.627,0.169,-0.369,NaN,NaN,24,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234,10,1762.000,30.491,1.542,0.508,0.091,NaN,0.511,24,0,535.000,188.000,570.000,271.000,30.470,1.560,-1.110,0.880,0.470,1.810,0.484
235,11,1762.000,14.916,4.227,-0.011,-0.012,NaN,NaN,24,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
236,12,1762.000,29.706,-7.500,0.187,-0.284,0.734,NaN,24,0,937.000,189.000,970.000,263.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
237,0,1763.000,30.952,-4.568,-0.070,0.158,0.803,0.328,25,0,810.000,192.000,834.000,272.000,31.020,-4.590,-1.190,0.720,0.670,1.770,-1.226
238,1,1763.000,31.416,-4.840,0.119,-0.000,NaN,NaN,25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239,2,1763.000,35.742,-15.353,0.217,-0.300,NaN,NaN,25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,3,1763.000,24.665,-2.303,-0.330,0.070,0.679,0.909,25,0,733.000,200.000,769.000,282.000,24.670,-2.290,-1.230,1.650,0.550,1.780,-3.158
241,5,1763.000,1.285,-8.699,-0.362,-0.057,NaN,NaN,25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,6,1763.000,34.674,-4.576,0.117,0.321,0.151,NaN,25,0,783.000,197.000,796.000,239.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243,7,1763.000,35.594,-12.156,-0.219,0.223,0.273,NaN,25,0,1069.000,194.000,1091.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
244,9,1763.000,29.939,-9.999,0.164,-0.372,NaN,NaN,25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
245,10,1763.000,31.046,1.595,0.527,0.077,0.225,0.064,25,0,534.000,185.000,565.000,255.000,31.070,1.590,-0.980,0.670,0.730,1.770,0.386
246,11,1763.000,14.907,4.222,-0.008,-0.005,NaN,NaN,25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
247,12,1763.000,30.080,-7.725,0.265,-0.278,0.681,0.949,25,0,943.000,187.000,973.000,260.000,30.230,-7.710,-1.220,1.980,0.590,1.850,-0.987
248,0,1765.000,30.835,-4.397,-0.089,0.160,0.785,0.995,26,0,797.000,189.000,830.000,273.000,30.810,-4.370,-1.050,0.890,0.530,1.780,2.224
249,1,1765.000,31.538,-4.840,0.123,0.000,NaN,NaN,26,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,2,1765.000,35.964,-15.650,0.223,-0.296,NaN,NaN,26,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
251,3,1765.000,24.326,-2.294,-0.317,0.039,0.727,0.964,26,0,736.000,200.000,776.000,279.000,24.290,-2.340,-1.200,1.730,0.530,1.830,-3.034
252,5,1765.000,0.921,-8.761,-0.364,-0.061,NaN,NaN,26,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253,6,1765.000,34.825,-4.319,0.151,0.290,0.527,0.460,26,0,775.000,185.000,803.000,251.000,34.920,-4.380,-0.870,1.670,0.580,1.700,-1.707
254,7,1765.000,35.378,-11.931,-0.216,0.224,NaN,NaN,26,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
255,9,1765.000,30.099,-10.374,0.161,-0.375,NaN,NaN,26,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
256,10,1765.000,31.514,1.706,0.504,0.093,0.752,NaN,26,0,530.000,190.000,559.000,259.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
257,11,1765.000,14.873,4.226,-0.030,0.019,0.275,NaN,26,0,226.000,200.000,240.000,242.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
258,12,1765.000,30.197,-7.837,0.166,-0.176,0.756,NaN,26,0,951.000,189.000,981.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259,0,1766.000,30.715,-4.233,-0.093,0.166,0.390,0.189,27,0,771.000,190.000,793.000,270.000,30.730,-4.200,-1.170,0.980,0.530,1.820,2.469
260,1,1766.000,31.373,-4.632,0.006,0.055,0.752,0.306,27,0,790.000,191.000,830.000,276.000,30.770,-4.270,-1.240,0.950,0.670,1.600,0.493
261,2,1766.000,36.187,-15.947,0.222,-0.297,NaN,NaN,27,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262,3,1766.000,24.016,-2.317,-0.325,0.015,0.581,0.076,27,0,738.000,200.000,779.000,292.000,24.030,-2.400,-1.100,0.850,0.520,1.730,0.170
263,5,1766.000,0.564,-8.821,-0.357,-0.060,NaN,NaN,27,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
264,6,1766.000,34.998,-4.074,0.171,0.269,0.209,0.215,27,0,772.000,191.000,792.000,243.000,35.030,-4.120,-0.860,0.790,0.690,1.800,1.345
265,7,1766.000,35.169,-11.706,-0.209,0.225,NaN,NaN,27,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
266,9,1766.000,30.255,-10.754,0.156,-0.380,NaN,NaN,27,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
267,10,1766.000,32.087,1.842,0.526,0.118,0.784,0.268,27,0,524.000,184.000,557.000,261.000,32.100,1.870,-0.980,0.880,0.590,1.940,0.723
268,11,1766.000,14.887,4.227,-0.023,0.023,0.370,NaN,27,0,227.000,200.000,242.000,242.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
269,12,1766.000,30.511,-8.075,0.223,-0.213,0.723,0.583,27,0,958.000,189.000,986.000,256.000,30.630,-8.190,-1.160,1.870,0.620,1.750,-1.012
270,0,1768.000,30.609,-4.090,-0.095,0.157,NaN,0.255,28,0,781.000,189.000,818.000,272.000,30.610,-4.100,-1.110,0.510,0.640,1.840,2.502
271,1,1768.000,31.274,-4.601,-0.081,0.058,0.759,0.353,28,0,790.000,193.000,825.000,272.000,30.590,-4.130,-1.130,0.970,0.690,1.860,2.788
272,2,1768.000,36.514,-16.217,0.240,-0.285,0.117,NaN,28,0,1210.000,192.000,1228.000,220.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
273,3,1768.000,23.542,-2.357,-0.375,0.003,0.708,NaN,28,0,743.000,199.000,785.000,294.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
274,5,1768.000,0.207,-8.876,-0.357,-0.056,NaN,NaN,28,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
275,6,1768.000,35.123,-3.668,0.161,0.318,0.109,NaN,28,0,756.000,190.000,770.000,216.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
276,7,1768.000,34.967,-11.512,-0.209,0.226,0.654,NaN,28,0,1045.000,188.000,1073.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
277,9,1768.000,30.408,-11.130,0.153,-0.376,NaN,NaN,28,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
278,10,1768.000,32.644,2.002,0.538,0.135,0.695,0.334,28,0,520.000,184.000,550.000,263.000,32.680,2.050,-1.080,0.680,0.730,1.810,0.370
279,11,1768.000,14.870,4.225,-0.024,0.014,0.256,NaN,28,0,228.000,200.000,243.000,246.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
280,12,1768.000,30.805,-8.338,0.259,-0.244,0.708,0.518,28,0,967.000,190.000,998.000,254.000,30.910,-8.410,-1.150,1.910,0.570,1.930,-0.909
281,0,1769.000,30.476,-3.937,-0.106,0.152,0.801,0.179,29,0,789.000,193.000,820.000,271.000,30.450,-3.960,-1.140,0.720,0.670,1.770,-0.737
282,1,1769.000,31.193,-4.548,-0.081,0.053,NaN,NaN,29,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
283,2,1769.000,36.758,-16.507,0.244,-0.290,NaN,NaN,29,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
284,3,1769.000,23.327,-2.482,-0.300,-0.053,0.728,0.500,29,0,747.000,201.000,790.000,293.000,23.530,-2.590,-1.220,1.700,0.530,1.710,0.248
285,5,1769.000,-0.154,-8.929,-0.361,-0.053,NaN,NaN,29,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
286,6,1769.000,35.205,-3.391,0.119,0.303,0.283,NaN,29,0,743.000,189.000,765.000,242.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
287,7,1769.000,35.000,-11.291,-0.141,0.242,0.228,0.192,29,0,1048.000,189.000,1071.000,249.000,35.050,-11.270,-1.280,0.780,0.590,1.750,1.976
288,9,1769.000,30.560,-11.501,0.151,-0.371,NaN,NaN,29,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
289,10,1769.000,33.149,2.173,0.523,0.156,0.781,0.490,29,0,518.000,183.000,547.000,263.000,33.090,2.210,-1.180,1.900,0.620,1.680,-2.790
290,11,1769.000,14.843,4.249,-0.026,0.024,NaN,NaN,29,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
291,12,1769.000,30.923,-8.405,0.178,-0.165,0.737,NaN,29,0,972.000,188.000,1003.000,251.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
292,0,1771.000,30.342,-3.864,-0.113,0.104,0.621,0.124,30,0,756.000,190.000,808.000,286.000,30.340,-3.930,-1.040,0.980,0.640,1.820,1.743
293,1,1771.000,31.116,-4.496,-0.077,0.052,NaN,NaN,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
294,2,1771.000,37.000,-16.799,0.241,-0.293,NaN,NaN,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
295,3,1771.000,23.133,-2.574,-0.237,-0.085,0.641,0.055,30,0,726.000,189.000,752.000,252.000,23.230,-2.710,-1.130,1.690,0.610,1.730,-0.644
296,5,1771.000,-0.515,-8.988,-0.361,-0.059,NaN,NaN,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
297,6,1771.000,35.328,-3.088,0.123,0.303,NaN,NaN,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
298,7,1771.000,34.884,-11.034,-0.133,0.250,0.711,0.069,30,0,1033.000,191.000,1058.000,255.000,34.910,-10.970,-1.250,0.990,0.600,1.870,-0.735
299,9,1771.000,30.708,-11.867,0.149,-0.366,NaN,NaN,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300,10,1771.000,33.729,2.316,0.545,0.157,0.730,0.312,30,0,512.000,184.000,539.000,264.000,33.740,2.310,-1.050,0.740,0.580,1.780,0.017
301,11,1771.000,14.820,4.286,-0.023,0.037,NaN,NaN,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
302,12,1771.000,31.028,-8.508,0.136,-0.140,0.738,NaN,30,0,981.000,190.000,1009.000,251.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
303,0,1772.000,30.230,-3.750,-0.114,0.106,0.103,0.135,31,0,781.000,187.000,807.000,222.000,30.250,-3.750,-1.030,1.520,0.610,1.760,2.466
304,1,1772.000,31.035,-4.434,-0.081,0.061,NaN,NaN,31,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305,2,1772.000,37.242,-17.090,0.243,-0.290,NaN,NaN,31,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306,3,1772.000,22.889,-2.716,-0.245,-0.124,0.678,0.953,31,0,766.000,201.000,808.000,280.000,22.840,-2.770,-1.180,1.720,0.480,1.670,-2.802
307,5,1772.000,-0.877,-9.051,-0.363,-0.064,NaN,NaN,31,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
308,6,1772.000,35.467,-3.103,0.137,0.201,0.621,NaN,31,0,714.000,187.000,742.000,251.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
309,7,1772.000,34.661,-11.008,-0.172,0.146,0.417,NaN,31,0,1028.000,191.000,1054.000,239.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
310,9,1772.000,30.862,-12.247,0.154,-0.380,NaN,NaN,31,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
311,10,1772.000,34.319,2.492,0.560,0.172,0.695,0.088,31,0,511.000,187.000,535.000,264.000,34.340,2.490,-1.150,1.850,0.510,1.880,0.195
312,11,1772.000,14.800,4.320,-0.020,0.034,NaN,NaN,31,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
313,12,1772.000,31.158,-8.638,0.127,-0.133,0.722,NaN,31,0,985.000,190.000,1020.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
314,0,1774.000,30.057,-3.679,-0.138,0.086,0.637,NaN,32,0,775.000,189.000,799.000,235.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
315,1,1774.000,30.578,-4.120,-0.234,0.135,0.692,0.281,32,0,776.000,202.000,819.000,280.000,30.170,-3.680,-0.860,0.740,0.700,1.750,-0.445
316,2,1774.000,37.484,-17.375,0.242,-0.285,NaN,NaN,32,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
317,3,1774.000,22.645,-2.836,-0.245,-0.120,NaN,NaN,32,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
318,5,1774.000,-1.233,-9.119,-0.355,-0.068,NaN,NaN,32,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
319,6,1774.000,35.714,-2.670,0.192,0.261,0.737,0.140,32,0,701.000,190.000,728.000,249.000,35.810,-2.590,-0.800,0.760,0.640,1.760,1.312
320,7,1774.000,34.603,-10.698,-0.148,0.225,0.366,NaN,32,0,1024.000,191.000,1051.000,234.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
321,9,1774.000,31.005,-12.625,0.143,-0.378,NaN,NaN,32,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
322,10,1774.000,34.839,2.599,0.535,0.143,0.695,0.241,32,0,506.000,187.000,532.000,256.000,34.830,2.540,-1.050,0.920,0.560,1.970,-0.390
323,11,1774.000,14.896,4.210,-0.005,-0.002,0.179,NaN,32,0,231.000,202.000,247.000,242.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
324,12,1774.000,31.429,-8.988,0.212,-0.213,0.231,0.671,32,0,1021.000,191.000,1051.000,263.000,31.490,-9.110,-1.070,2.270,0.510,1.920,-1.144
325,17,1774.000,31.500,-9.150,0.000,0.000,0.657,0.294,32,0,995.000,189.000,1023.000,254.000,31.500,-9.150,-1.110,1.980,0.560,1.910,-0.814
326,0,1775.000,29.962,-3.605,-0.126,0.085,0.711,0.973,33,0,772.000,191.000,797.000,261.000,30.020,-3.620,-0.970,0.770,0.740,1.770,2.243
327,1,1775.000,30.350,-3.984,-0.228,0.136,NaN,NaN,33,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
