,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,t_index,YOLO_cls,rgb_LLR,lidar_LLR,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
0,40,2258.000,31.720,-11.020,0.000,0.000,0.038,0.583,8,0,-3.861,-0.423,1070.000,173.000,1102.000,269.000,31.720,-11.020,-1.260,0.780,0.570,1.700,-0.118
1,40,2259.000,31.707,-11.042,-0.004,0.005,0.636,NaN,9,0,1.407,-1.324,1071.000,202.000,1093.000,269.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,40,2260.000,31.698,-11.021,-0.001,0.014,0.035,0.756,10,0,-3.863,0.299,1070.000,171.000,1102.000,269.000,31.680,-10.990,-1.310,0.710,0.710,1.650,-0.545
3,40,2261.000,31.740,-11.015,0.011,0.009,0.705,0.203,11,0,-0.070,-1.353,1070.000,203.000,1092.000,269.000,31.770,-11.020,-1.230,0.800,0.610,1.710,-0.458
4,40,2262.000,31.749,-11.023,0.007,0.005,0.715,NaN,12,0,2.280,-1.324,1071.000,203.000,1092.000,269.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,40,2263.000,31.750,-11.030,0.003,0.002,0.716,NaN,13,0,2.434,-1.324,1071.000,203.000,1092.000,269.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,40,2264.000,31.740,-11.017,0.001,0.003,0.443,0.034,14,0,-1.659,-1.967,1071.000,202.000,1091.000,269.000,31.740,-10.980,-1.110,0.690,0.730,1.730,0.114
7,57,2264.000,30.280,-11.970,0.000,0.000,0.127,0.020,14,0,-2.700,-1.817,1130.000,193.000,1169.000,274.000,30.280,-11.970,-1.030,1.640,0.550,1.750,2.515
8,40,2265.000,31.752,-11.025,0.004,0.001,0.564,NaN,15,0,0.715,-1.324,1072.000,203.000,1090.000,269.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,57,2265.000,30.278,-11.907,-0.009,0.025,0.656,NaN,15,0,1.613,-1.325,1129.000,194.000,1152.000,273.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
