,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,t_index,YOLO_cls,rgb_LLR,lidar_LLR,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
0,0,3000.000,26.040,-1.660,0.000,0.000,0.723,0.362,0,0,1.662,-0.405,694.000,204.000,726.000,290.000,26.040,-1.660,-1.360,1.750,0.550,1.980,-0.851
1,2,3000.000,25.460,-2.220,0.000,0.000,0.689,0.076,0,0,1.488,-1.093,726.000,199.000,760.000,291.000,25.460,-2.220,-1.260,1.030,0.540,1.920,-0.223
2,0,3001.000,26.027,-1.715,-0.007,-0.020,0.738,NaN,1,0,2.907,-1.327,694.000,205.000,726.000,289.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,2,3001.000,25.459,-2.301,0.002,-0.032,0.737,NaN,1,0,2.907,-1.326,727.000,199.000,759.000,293.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,0,3002.000,26.057,-1.720,0.007,-0.014,0.730,0.679,2,0,1.790,0.559,694.000,203.000,724.000,290.000,26.080,-1.690,-1.330,1.690,0.620,1.730,-0.851
5,2,3002.000,25.490,-2.254,0.012,0.003,0.727,0.041,2,0,1.790,-1.451,728.000,199.000,759.000,294.000,25.510,-2.200,-1.250,0.800,0.590,1.770,-0.269
6,0,3003.000,26.044,-1.744,0.002,-0.019,0.717,0.585,3,0,1.662,0.249,694.000,202.000,727.000,290.000,26.040,-1.720,-1.340,1.720,0.590,1.840,2.432
7,2,3003.000,25.540,-2.234,0.023,0.009,0.744,0.941,3,0,1.893,4.938,728.000,200.000,758.000,293.000,25.570,-2.220,-1.250,0.920,0.600,1.940,-0.664
8,18,3003.000,27.150,-3.730,0.000,0.000,0.560,0.016,3,0,0.158,-1.594,782.000,199.000,817.000,265.000,27.150,-3.730,-1.260,2.030,0.610,1.820,-1.282
9,0,3004.000,26.043,-1.770,0.001,-0.019,0.687,NaN,4,0,2.173,-1.327,694.000,203.000,728.000,290.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,2,3004.000,25.552,-2.293,0.019,-0.010,0.743,NaN,4,0,2.907,-1.326,728.000,199.000,758.000,293.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,18,3004.000,27.204,-3.458,0.022,0.083,0.027,NaN,4,0,-2.802,-1.320,773.000,211.000,799.000,262.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,0,3005.000,26.045,-1.788,0.004,-0.020,0.685,0.060,5,0,1.231,-1.294,695.000,202.000,725.000,290.000,26.070,-1.770,-1.320,0.850,0.500,1.810,0.399
13,2,3005.000,25.598,-2.280,0.024,-0.003,0.620,0.014,5,0,0.705,-1.556,775.000,198.000,818.000,265.000,25.600,-2.250,-1.270,1.830,0.590,1.860,-0.731
14,18,3005.000,27.227,-3.377,0.023,0.082,NaN,NaN,5,0,-1.053,-1.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,0,3006.000,26.101,-1.754,0.017,-0.006,0.656,0.900,6,0,0.944,3.253,695.000,203.000,722.000,288.000,26.170,-1.700,-1.330,1.950,0.560,1.740,-0.756
16,2,3006.000,25.536,-2.263,0.002,0.001,0.735,0.926,6,0,2.178,3.500,727.000,200.000,758.000,290.000,25.470,-2.220,-1.270,0.930,0.490,1.790,-0.561
17,18,3006.000,27.080,-3.343,-0.034,0.057,0.675,0.098,6,0,0.869,-1.140,776.000,199.000,817.000,267.000,26.970,-3.360,-1.230,0.710,0.670,1.690,-0.172
18,0,3007.000,26.105,-1.715,0.014,0.002,0.663,NaN,7,0,1.803,-1.327,694.000,201.000,722.000,290.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,2,3007.000,25.527,-2.302,0.001,-0.008,0.736,NaN,7,0,2.907,-1.326,728.000,199.000,757.000,292.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,18,3007.000,27.052,-3.474,-0.027,0.005,0.707,NaN,7,0,2.280,-1.304,775.000,199.000,817.000,268.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,0,3008.000,26.160,-1.733,0.023,-0.003,0.576,0.253,8,0,0.497,-0.639,696.000,202.000,721.000,288.000,26.190,-1.780,-1.360,1.730,0.580,1.740,-0.847
22,2,3008.000,25.489,-2.272,-0.006,0.002,0.698,0.027,8,0,1.628,-1.448,728.000,200.000,757.000,292.000,25.470,-2.200,-1.180,0.940,0.560,1.800,-0.228
23,18,3008.000,27.001,-3.520,-0.028,-0.005,0.666,NaN,8,0,1.724,-1.314,775.000,199.000,817.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,0,3009.000,26.113,-1.703,0.006,0.006,0.653,0.564,9,0,0.873,0.193,693.000,202.000,725.000,289.000,26.060,-1.650,-1.340,0.910,0.530,1.790,0.577
25,2,3009.000,25.460,-2.227,-0.012,0.013,0.690,0.082,9,0,1.488,-1.093,727.000,199.000,756.000,291.000,25.400,-2.150,-1.280,0.900,0.590,1.910,-0.361
26,18,3009.000,26.986,-3.555,-0.026,-0.012,0.680,NaN,9,0,1.846,-1.317,779.000,199.000,817.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,0,3010.000,26.118,-1.708,0.005,0.002,0.577,NaN,10,0,1.046,-1.327,694.000,198.000,724.000,289.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,2,3010.000,25.439,-2.265,-0.015,0.000,0.694,NaN,10,0,2.173,-1.326,727.000,198.000,757.000,292.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,18,3010.000,26.969,-3.560,-0.024,-0.011,0.748,NaN,10,0,2.906,-1.317,775.000,199.000,817.000,265.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,0,3011.000,26.049,-1.697,-0.012,0.004,0.170,0.893,11,0,-1.737,2.777,694.000,201.000,721.000,287.000,25.980,-1.680,-1.400,0.920,0.550,1.860,2.792
31,2,3011.000,25.451,-2.234,-0.010,0.008,0.246,0.042,11,0,-1.115,-1.390,702.000,200.000,725.000,285.000,25.480,-2.170,-1.300,1.940,0.600,1.930,-0.441
32,18,3011.000,26.948,-3.569,-0.023,-0.011,0.734,NaN,11,0,2.590,-1.317,778.000,199.000,816.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,0,3012.000,26.019,-1.682,-0.016,0.005,0.516,0.449,12,0,0.126,-0.188,699.000,203.000,721.000,288.000,26.000,-1.650,-1.340,0.880,0.500,1.780,2.472
34,2,3012.000,25.480,-2.215,-0.002,0.009,0.740,0.771,12,0,1.893,1.059,726.000,200.000,760.000,290.000,25.540,-2.180,-1.240,1.820,0.600,1.820,-0.762
35,18,3012.000,26.927,-3.572,-0.022,-0.010,0.724,NaN,12,0,2.434,-1.318,776.000,199.000,816.000,267.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,0,3013.000,26.003,-1.697,-0.016,0.000,0.501,NaN,13,0,0.432,-1.327,696.000,203.000,722.000,287.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,2,3013.000,25.477,-2.257,-0.001,-0.005,0.681,NaN,13,0,2.039,-1.326,727.000,200.000,756.000,293.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,18,3013.000,26.896,-3.586,-0.024,-0.011,0.637,NaN,13,0,1.407,-1.318,781.000,200.000,816.000,267.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,0,3014.000,26.006,-1.693,-0.010,0.001,0.645,0.839,14,0,0.873,1.590,694.000,203.000,721.000,288.000,26.010,-1.680,-1.280,1.900,0.580,1.790,2.368
40,2,3014.000,25.479,-2.228,0.001,0.003,0.713,0.050,14,0,1.782,-1.312,726.000,199.000,757.000,290.000,25.480,-2.160,-1.240,0.810,0.570,1.800,-0.592
