,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,t_index,YOLO_cls,rgb_LLR,lidar_LLR,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
0,11,3751.000,25.500,-6.800,0.000,0.000,0.861,0.997,1,0,3.786,4.938,960.000,189.000,995.000,290.000,25.500,-6.800,-1.060,0.990,0.590,1.880,-0.818
1,13,3751.000,25.050,-2.460,0.000,0.000,0.807,0.934,1,0,2.898,3.500,735.000,203.000,776.000,303.000,25.050,-2.460,-1.330,0.870,0.660,1.740,-1.302
2,11,3752.000,25.574,-6.872,0.018,-0.021,0.858,0.995,2,0,3.786,4.938,962.000,185.000,998.000,288.000,25.630,-6.910,-1.090,0.960,0.620,1.760,-0.156
3,13,3752.000,25.060,-2.530,0.007,-0.028,0.736,0.958,2,0,2.178,3.500,735.000,204.000,774.000,303.000,25.070,-2.580,-1.300,0.760,0.590,1.610,-1.027
4,11,3753.000,25.569,-6.954,0.004,-0.043,0.876,NaN,3,0,4.411,-1.327,968.000,184.000,1000.000,288.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,13,3753.000,25.068,-2.553,0.008,-0.021,0.539,NaN,3,0,0.748,-1.324,736.000,204.000,778.000,295.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,11,3754.000,25.666,-6.970,0.028,-0.030,0.871,0.991,4,0,4.225,4.938,970.000,184.000,1005.000,287.000,25.740,-6.990,-1.050,0.970,0.610,1.820,-0.791
7,13,3754.000,25.109,-2.678,0.014,-0.059,0.731,0.287,4,0,2.069,-0.443,745.000,203.000,785.000,296.000,25.140,-2.760,-1.310,0.770,0.570,1.750,-1.380
8,11,3755.000,25.771,-7.027,0.049,-0.043,0.874,0.999,5,0,4.225,4.938,970.000,183.000,1006.000,287.000,25.840,-7.050,-1.080,0.960,0.550,1.820,-0.416
9,13,3755.000,25.089,-2.779,-0.000,-0.071,0.425,0.939,5,0,-0.338,3.500,747.000,202.000,786.000,292.000,25.100,-2.840,-1.360,0.800,0.580,1.710,-1.062
10,11,3756.000,25.827,-7.149,0.046,-0.069,0.868,NaN,6,0,4.411,-1.327,973.000,186.000,1009.000,287.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,13,3756.000,25.072,-2.890,-0.006,-0.083,0.459,NaN,6,0,-0.011,-1.317,760.000,201.000,791.000,270.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,11,3757.000,25.944,-7.226,0.060,-0.068,0.851,0.987,7,0,3.449,4.938,973.000,189.000,1012.000,286.000,25.970,-7.170,-1.070,0.980,0.620,1.930,-0.804
13,13,3757.000,25.100,-2.967,0.007,-0.082,0.518,0.820,7,0,0.345,1.532,765.000,199.000,799.000,268.000,25.150,-2.970,-1.200,0.730,0.690,1.570,-0.737
14,11,3758.000,26.060,-7.282,0.072,-0.064,0.845,0.999,8,0,3.449,4.938,977.000,188.000,1013.000,287.000,26.110,-7.250,-0.990,0.790,0.620,1.590,-0.312
15,13,3758.000,25.156,-3.059,0.023,-0.085,0.677,0.469,8,0,1.371,-0.006,771.000,200.000,807.000,275.000,25.180,-3.080,-1.260,0.860,0.530,1.720,-0.759
16,11,3759.000,26.126,-7.365,0.071,-0.069,0.850,NaN,9,0,4.491,-1.327,978.000,189.000,1013.000,288.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,13,3759.000,25.171,-3.198,0.024,-0.098,0.578,NaN,9,0,0.862,-1.308,776.000,202.000,810.000,272.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,11,3760.000,26.231,-7.415,0.075,-0.062,0.831,0.887,10,0,2.951,2.777,981.000,188.000,1015.000,286.000,26.260,-7.390,-1.040,0.940,0.640,1.970,-0.450
19,13,3760.000,25.260,-3.294,0.038,-0.095,0.668,0.195,10,0,1.273,-0.727,780.000,201.000,816.000,277.000,25.270,-3.280,-1.290,0.820,0.560,1.740,-0.727
20,11,3761.000,26.314,-7.466,0.076,-0.060,0.835,0.994,11,0,2.951,4.938,983.000,185.000,1016.000,285.000,26.330,-7.440,-1.130,0.890,0.620,1.830,-0.386
21,13,3761.000,25.221,-3.396,0.018,-0.094,0.635,0.741,11,0,1.051,1.089,783.000,202.000,820.000,275.000,25.090,-3.400,-1.190,0.820,0.590,1.730,-1.902
22,11,3762.000,26.375,-7.556,0.074,-0.066,0.813,NaN,12,0,4.175,-1.327,985.000,185.000,1018.000,285.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,13,3762.000,25.235,-3.523,0.017,-0.102,0.566,NaN,12,0,0.787,-1.316,792.000,200.000,825.000,274.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,11,3763.000,26.472,-7.599,0.076,-0.060,0.845,0.996,13,0,3.449,4.938,989.000,185.000,1019.000,286.000,26.490,-7.540,-1.120,0.860,0.680,1.930,-0.555
25,13,3763.000,25.213,-3.610,0.010,-0.098,0.743,0.436,13,0,2.178,-0.135,797.000,200.000,828.000,270.000,25.170,-3.580,-1.250,0.810,0.580,1.720,-1.112
26,11,3764.000,26.562,-7.645,0.079,-0.057,0.859,0.988,14,0,3.590,6.369,990.000,184.000,1020.000,284.000,26.580,-7.610,-1.080,0.960,0.640,1.830,-0.578
27,13,3764.000,25.153,-3.685,-0.006,-0.092,0.737,0.996,14,0,2.178,3.500,800.000,200.000,831.000,272.000,25.100,-3.640,-1.270,0.850,0.570,1.650,-0.143
28,11,3765.000,26.624,-7.735,0.074,-0.065,0.843,NaN,15,0,4.474,-1.327,992.000,184.000,1024.000,284.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,13,3765.000,25.149,-3.785,-0.004,-0.094,0.623,NaN,15,0,1.205,-1.319,806.000,200.000,837.000,272.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,11,3766.000,26.675,-7.776,0.068,-0.061,0.846,0.978,16,0,3.225,6.369,992.000,186.000,1026.000,286.000,26.670,-7.730,-1.160,0.820,0.590,1.750,-0.596
31,13,3766.000,25.144,-3.878,-0.004,-0.094,NaN,NaN,16,0,3.947,-0.869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,11,3767.000,26.764,-7.844,0.072,-0.062,0.861,0.991,17,0,3.590,6.369,994.000,188.000,1028.000,285.000,26.810,-7.850,-1.070,0.980,0.570,1.930,-1.042
33,13,3767.000,25.144,-3.959,-0.006,-0.090,0.736,0.027,17,0,2.178,-1.444,817.000,204.000,853.000,280.000,25.150,-3.930,-1.250,0.750,0.580,1.800,-0.958
34,11,3768.000,26.831,-7.911,0.070,-0.066,0.853,NaN,18,0,4.491,-1.327,995.000,187.000,1029.000,284.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,13,3768.000,25.137,-4.070,-0.006,-0.095,0.744,NaN,18,0,2.746,-1.323,820.000,203.000,854.000,281.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,11,3769.000,26.919,-7.978,0.075,-0.066,0.870,0.992,19,0,4.054,6.369,1000.000,186.000,1033.000,282.000,26.950,-7.970,-1.080,1.070,0.670,1.860,-0.475
37,13,3769.000,25.126,-4.139,-0.008,-0.088,0.716,0.985,19,0,1.934,3.500,823.000,202.000,856.000,281.000,25.140,-4.090,-1.280,0.750,0.600,1.580,-0.981
38,11,3770.000,26.976,-8.086,0.069,-0.075,0.861,NaN,20,0,4.491,-1.327,1005.000,184.000,1036.000,281.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,13,3770.000,25.109,-4.269,-0.007,-0.098,0.115,NaN,20,0,-1.509,-1.318,832.000,201.000,865.000,285.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,11,3771.000,27.040,-8.140,0.069,-0.070,0.860,0.974,21,0,3.590,6.369,1006.000,183.000,1040.000,281.000,27.050,-8.100,-1.040,0.920,0.720,1.730,2.915
41,13,3771.000,25.148,-4.348,0.002,-0.094,0.464,0.998,21,0,-0.098,3.500,835.000,200.000,867.000,281.000,25.190,-4.290,-1.250,0.770,0.600,1.600,-0.703
42,11,3772.000,27.155,-8.179,0.082,-0.063,0.863,0.970,22,0,3.590,6.369,1006.000,184.000,1041.000,280.000,27.200,-8.130,-1.040,1.120,0.630,1.920,-0.538
43,13,3772.000,25.200,-4.457,0.012,-0.097,0.647,0.196,22,0,1.116,-0.699,846.000,200.000,875.000,290.000,25.260,-4.470,-1.250,0.740,0.590,1.620,0.150
44,11,3773.000,27.224,-8.287,0.081,-0.073,0.856,NaN,23,0,4.491,-1.327,1009.000,184.000,1044.000,280.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,13,3773.000,25.201,-4.620,0.012,-0.113,0.487,NaN,23,0,0.367,-1.304,855.000,200.000,881.000,281.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,11,3774.000,27.276,-8.301,0.077,-0.061,NaN,0.430,24,0,-3.248,-0.359,980.000,186.000,1063.000,284.000,27.250,-8.210,-1.080,1.920,0.560,1.900,-0.898
47,13,3774.000,25.222,-4.687,0.015,-0.100,0.591,0.522,24,0,0.777,0.173,859.000,201.000,886.000,280.000,25.270,-4.560,-1.290,0.780,0.560,1.660,-0.280
48,11,3775.000,27.396,-8.358,0.084,-0.061,0.849,0.972,25,0,3.225,6.369,1012.000,186.000,1049.000,283.000,27.440,-8.370,-1.080,0.740,0.660,1.640,0.057
49,13,3775.000,25.235,-4.816,0.014,-0.109,0.822,NaN,25,0,4.217,-1.306,858.000,202.000,896.000,280.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,11,3776.000,27.466,-8.469,0.079,-0.073,0.858,NaN,26,0,4.491,-1.327,1016.000,186.000,1049.000,282.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,13,3776.000,25.247,-4.943,0.012,-0.114,0.679,NaN,26,0,1.846,-1.307,863.000,203.000,902.000,280.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,11,3777.000,27.521,-8.510,0.076,-0.065,0.849,0.974,27,0,2.998,7.239,1017.000,185.000,1049.000,281.000,27.500,-8.450,-1.030,0.910,0.670,1.820,2.531
53,13,3777.000,25.241,-4.996,0.010,-0.097,0.727,0.747,27,0,2.069,1.133,864.000,203.000,904.000,281.000,25.290,-4.910,-1.230,0.870,0.580,1.690,-0.655
54,11,3778.000,27.647,-8.584,0.085,-0.068,0.839,0.848,28,0,2.682,1.499,1021.000,184.000,1053.000,281.000,27.690,-8.590,-1.000,1.070,0.640,1.860,-0.084
55,13,3778.000,25.240,-5.133,0.005,-0.109,0.731,NaN,28,0,2.590,-1.311,878.000,199.000,907.000,278.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56,11,3779.000,27.712,-8.704,0.080,-0.081,0.838,NaN,29,0,4.474,-1.327,1025.000,184.000,1054.000,280.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57,13,3779.000,25.237,-5.256,0.003,-0.114,0.752,NaN,29,0,2.906,-1.318,883.000,200.000,913.000,279.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58,11,3780.000,27.828,-8.779,0.087,-0.076,0.838,0.970,30,0,2.682,7.239,1026.000,185.000,1056.000,280.000,27.870,-8.750,-1.050,0.830,0.930,1.750,-0.210
59,13,3780.000,25.357,-5.308,0.024,-0.093,0.202,0.956,30,0,-1.394,3.500,884.000,200.000,913.000,276.000,25.470,-5.150,-1.140,0.810,0.550,1.640,-0.027
60,11,3781.000,27.909,-8.829,0.087,-0.072,0.839,1.000,31,0,2.682,7.239,1029.000,185.000,1058.000,281.000,27.910,-8.780,-1.020,0.750,0.630,1.610,-0.641
61,13,3781.000,25.434,-5.384,0.035,-0.088,0.725,0.916,31,0,1.790,4.838,881.000,201.000,921.000,281.000,25.520,-5.340,-1.280,0.850,0.550,1.610,0.130
62,11,3782.000,27.982,-8.946,0.083,-0.083,0.866,NaN,32,0,4.491,-1.327,1030.000,186.000,1062.000,279.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63,13,3782.000,25.472,-5.461,0.037,-0.085,0.675,NaN,32,0,1.724,-1.300,881.000,202.000,926.000,281.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64,11,3783.000,28.019,-8.997,0.072,-0.075,0.859,0.993,33,0,3.378,7.239,1028.000,187.000,1063.000,280.000,27.990,-8.940,-1.050,0.780,0.590,1.790,-0.773
65,13,3783.000,25.566,-5.521,0.049,-0.077,0.451,0.448,33,0,-0.370,-0.185,883.000,202.000,928.000,278.000,25.620,-5.470,-1.290,0.810,0.540,1.670,0.021
66,11,3784.000,28.099,-9.056,0.074,-0.072,0.801,0.833,34,0,1.827,1.205,1030.000,186.000,1065.000,280.000,28.100,-9.030,-1.080,0.900,0.540,1.710,-1.295
67,13,3784.000,25.668,-5.580,0.060,-0.071,0.278,0.077,34,0,-1.080,-1.143,889.000,201.000,932.000,277.000,25.750,-5.550,-1.320,0.790,0.470,1.630,-0.093
68,11,3785.000,28.167,-9.146,0.072,-0.075,0.682,NaN,35,0,2.039,-1.326,1035.000,187.000,1068.000,278.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69,13,3785.000,25.718,-5.693,0.057,-0.083,0.643,NaN,35,0,1.407,-1.307,898.000,201.000,937.000,280.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70,11,3786.000,28.214,-9.181,0.066,-0.065,0.726,0.646,36,0,1.261,0.202,1036.000,186.000,1068.000,278.000,28.220,-9.100,-1.130,0.770,0.710,1.650,-0.902
71,13,3786.000,25.773,-5.796,0.058,-0.090,0.731,NaN,36,0,2.590,-1.309,903.000,201.000,939.000,280.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,11,3787.000,28.365,-9.259,0.085,-0.064,0.511,0.959,37,0,-0.389,7.239,1043.000,185.000,1067.000,275.000,28.430,-9.270,-1.150,0.730,0.840,1.600,-0.713
73,13,3787.000,25.811,-5.882,0.053,-0.089,0.736,1.000,37,0,1.893,4.938,907.000,201.000,943.000,281.000,25.770,-5.890,-1.260,0.800,0.570,1.710,-0.403
74,11,3788.000,28.426,-9.384,0.078,-0.078,0.776,NaN,38,0,3.620,-1.322,1045.000,185.000,1079.000,277.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
75,13,3788.000,25.858,-6.014,0.051,-0.100,0.821,NaN,38,0,4.311,-1.324,915.000,200.000,947.000,283.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76,11,3789.000,28.529,-9.406,0.084,-0.063,0.760,0.121,39,0,1.256,-1.256,1047.000,186.000,1080.000,278.000,28.560,-9.280,-1.060,0.650,0.740,1.730,0.298
77,13,3789.000,25.914,-6.073,0.053,-0.089,0.823,0.944,39,0,2.747,4.938,915.000,201.000,950.000,287.000,25.900,-6.000,-1.260,0.910,0.600,1.850,-0.524
78,11,3790.000,28.588,-9.518,0.080,-0.075,0.820,NaN,40,0,4.311,-1.310,1049.000,187.000,1082.000,278.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79,13,3790.000,25.969,-6.140,0.054,-0.083,0.841,1.000,40,0,3.180,4.938,918.000,202.000,955.000,283.000,25.970,-6.110,-1.280,0.840,0.580,1.630,-0.597
80,11,3791.000,28.650,-9.628,0.074,-0.082,0.785,NaN,41,0,3.620,-1.288,1051.000,189.000,1086.000,278.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81,13,3791.000,26.021,-6.235,0.052,-0.085,0.839,NaN,41,0,4.474,-1.325,922.000,202.000,957.000,283.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82,11,3792.000,28.717,-9.717,0.071,-0.084,0.649,NaN,42,0,1.698,-1.286,1053.000,189.000,1086.000,279.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83,13,3792.000,26.040,-6.285,0.046,-0.079,NaN,0.058,42,0,-3.124,-1.293,904.000,197.000,974.000,296.000,26.010,-6.230,-1.270,1.900,0.580,1.820,-0.634
84,11,3793.000,28.734,-9.789,0.060,-0.082,0.812,0.060,43,0,1.726,-1.483,1055.000,190.000,1086.000,278.000,28.700,-9.780,-1.040,0.820,0.510,1.770,2.872
85,13,3793.000,26.102,-6.346,0.050,-0.074,0.816,0.996,43,0,2.747,4.938,927.000,202.000,961.000,290.000,26.140,-6.310,-1.270,0.880,0.540,1.770,-0.748
86,11,3794.000,28.796,-9.853,0.062,-0.078,0.823,NaN,44,0,4.311,-1.305,1058.000,188.000,1088.000,278.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87,13,3794.000,26.141,-6.446,0.048,-0.080,0.759,NaN,44,0,3.236,-1.326,933.000,200.000,966.000,285.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88,11,3795.000,28.817,-9.904,0.056,-0.073,0.826,0.287,45,0,2.167,-0.803,1059.000,188.000,1088.000,278.000,28.790,-9.850,-1.050,0.750,0.690,1.760,-0.097
89,13,3795.000,26.209,-6.488,0.054,-0.071,0.821,0.993,45,0,2.747,4.938,937.000,200.000,967.000,280.000,26.250,-6.400,-1.250,0.950,0.550,1.760,-0.133
90,129,3795.000,32.000,3.930,0.000,0.000,0.448,0.018,45,0,-1.455,-1.828,446.000,195.000,461.000,269.000,32.000,3.930,-1.060,0.810,0.520,1.730,1.814
91,11,3796.000,28.878,-9.963,0.058,-0.068,0.674,0.568,46,0,0.314,-0.118,1062.000,187.000,1090.000,277.000,28.870,-9.930,-1.150,0.810,0.780,1.790,-1.325
92,13,3796.000,26.268,-6.548,0.054,-0.068,0.821,1.000,46,0,2.747,4.938,940.000,200.000,971.000,281.000,26.290,-6.530,-1.210,0.860,0.540,1.680,-0.149
93,129,3796.000,31.968,3.845,-0.013,-0.021,0.665,0.358,46,0,-0.378,-0.892,451.000,195.000,466.000,255.000,31.950,3.770,-0.920,0.760,0.670,1.780,-0.390
94,11,3797.000,28.940,-10.034,0.059,-0.069,0.715,NaN,47,0,2.462,-1.321,1067.000,186.000,1093.000,278.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95,13,3797.000,26.315,-6.663,0.054,-0.080,0.827,NaN,47,0,4.413,-1.326,942.000,202.000,976.000,283.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96,129,3797.000,31.939,3.852,-0.023,-0.017,0.546,NaN,47,0,0.422,-1.248,452.000,204.000,469.000,255.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97,11,3798.000,29.033,-10.084,0.066,-0.062,0.743,0.448,48,0,1.111,-0.485,1068.000,185.000,1098.000,276.000,29.070,-10.040,-1.050,0.730,0.690,1.720,-1.215
98,13,3798.000,26.373,-6.699,0.059,-0.070,0.700,1.000,48,0,1.367,4.938,943.000,202.000,977.000,283.000,26.400,-6.620,-1.240,0.780,0.610,1.680,-0.378
99,129,3798.000,31.907,3.835,-0.028,-0.017,0.384,NaN,48,0,-0.624,-1.248,453.000,204.000,470.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100,11,3799.000,29.141,-10.134,0.076,-0.059,0.758,0.984,49,0,1.256,5.442,1068.000,188.000,1100.000,275.000,29.200,-10.110,-1.030,0.840,0.610,1.730,-0.687
101,13,3799.000,26.472,-6.760,0.067,-0.068,0.811,0.999,49,0,2.259,6.369,945.000,202.000,978.000,285.000,26.520,-6.730,-1.240,0.860,0.530,1.740,-0.446
102,129,3799.000,31.860,3.795,-0.030,-0.024,0.026,NaN,49,0,-2.648,-1.248,454.000,202.000,472.000,255.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103,11,3800.000,29.210,-10.216,0.075,-0.065,0.809,NaN,50,0,4.175,-1.325,1069.000,187.000,1101.000,277.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104,13,3800.000,26.531,-6.862,0.064,-0.078,0.811,NaN,50,0,4.175,-1.327,950.000,201.000,981.000,284.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105,129,3800.000,31.814,3.693,-0.030,-0.053,0.168,NaN,50,0,-1.357,-1.248,456.000,198.000,488.000,269.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106,11,3801.000,29.271,-10.245,0.075,-0.055,0.838,0.981,51,0,2.448,5.442,1070.000,188.000,1102.000,277.000,29.270,-10.190,-1.130,0.810,0.620,1.780,-0.627
107,13,3801.000,26.604,-6.901,0.067,-0.068,0.813,1.000,51,0,2.259,6.369,952.000,201.000,984.000,283.000,26.600,-6.830,-1.230,0.800,0.630,1.650,-0.560
108,129,3801.000,31.996,3.523,0.017,-0.097,0.543,0.263,51,0,-1.083,-1.141,472.000,195.000,488.000,269.000,32.080,3.310,-1.000,0.720,0.650,1.700,0.040
109,11,3802.000,29.348,-10.295,0.078,-0.056,0.802,0.777,52,0,1.575,0.693,1074.000,189.000,1104.000,275.000,29.370,-10.300,-1.050,1.030,0.690,1.890,-1.280
110,13,3802.000,26.679,-6.961,0.070,-0.065,0.839,0.998,52,0,2.927,6.369,956.000,201.000,986.000,284.000,26.660,-6.950,-1.190,0.940,0.560,1.830,-0.517
111,129,3802.000,31.964,3.353,0.014,-0.116,0.741,0.806,52,0,0.433,0.527,473.000,193.000,492.000,270.000,31.970,3.290,-1.130,1.010,0.480,1.850,1.996
112,11,3803.000,29.405,-10.393,0.073,-0.064,0.816,NaN,53,0,4.311,-1.327,1076.000,189.000,1106.000,275.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113,13,3803.000,26.721,-7.093,0.065,-0.083,0.839,NaN,53,0,4.474,-1.327,961.000,200.000,990.000,282.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
114,129,3803.000,31.974,3.212,0.015,-0.120,0.751,NaN,53,0,2.906,-1.256,475.000,194.000,500.000,270.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
115,11,3804.000,29.482,-10.460,0.075,-0.065,0.828,0.968,54,0,2.167,5.442,1078.000,188.000,1108.000,276.000,29.480,-10.460,-1.080,0.860,0.690,1.810,-0.917
116,13,3804.000,26.790,-7.153,0.064,-0.077,0.830,0.996,54,0,2.672,6.369,963.000,200.000,991.000,283.000,26.800,-7.100,-1.150,0.890,0.550,1.660,-0.221
117,129,3804.000,31.968,3.097,0.010,-0.116,0.784,0.554,54,0,0.741,-0.527,474.000,196.000,507.000,270.000,31.940,3.110,-1.180,0.910,0.500,1.790,-1.986
118,11,3805.000,29.574,-10.537,0.080,-0.068,0.728,0.972,55,0,0.780,5.979,1082.000,188.000,1107.000,275.000,29.600,-10.560,-0.930,0.830,0.560,1.790,-0.138
119,13,3805.000,26.846,-7.198,0.061,-0.070,0.798,0.996,55,0,2.108,6.369,964.000,202.000,997.000,282.000,26.840,-7.140,-1.230,0.890,0.490,1.750,-0.588
120,129,3805.000,31.967,2.981,0.008,-0.116,0.817,0.948,55,0,1.243,2.487,474.000,197.000,514.000,270.000,31.940,2.960,-1.070,1.050,0.480,1.870,-2.043
