,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,t_index,YOLO_cls,rgb_LLR,lidar_LLR,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
0,6,1501.000,29.900,11.610,0.000,0.000,0.749,0.973,1,0,0.957,5.979,89.000,194.000,112.000,273.000,29.900,11.610,-0.880,0.740,0.620,1.680,0.004
1,6,1502.000,29.909,11.631,0.015,-0.002,0.757,0.705,2,0,1.026,0.263,89.000,194.000,112.000,273.000,29.920,11.640,-0.910,0.720,0.650,1.700,-0.365
2,6,1503.000,29.910,11.651,0.007,0.001,0.757,NaN,3,0,3.077,-1.263,89.000,194.000,112.000,273.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,6,1504.000,29.894,11.636,0.001,-0.005,0.752,0.935,4,0,0.957,5.979,88.000,194.000,112.000,273.000,29.900,11.630,-0.920,0.670,0.710,1.750,-0.006
4,6,1505.000,29.903,11.595,0.006,-0.020,0.767,0.036,5,0,1.091,-1.668,89.000,194.000,113.000,273.000,29.950,11.540,-1.030,0.770,0.590,1.700,-0.879
5,6,1506.000,29.889,11.628,-0.003,-0.005,0.768,NaN,6,0,3.261,-1.246,88.000,194.000,113.000,273.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,6,1507.000,29.881,11.610,-0.006,-0.008,0.705,0.454,7,0,0.526,-0.561,89.000,194.000,112.000,271.000,29.880,11.580,-0.760,0.730,0.720,1.800,-0.155
7,6,1508.000,29.889,11.626,-0.004,-0.002,0.677,0.391,8,0,0.167,-0.701,89.000,194.000,112.000,271.000,29.890,11.630,-0.920,0.740,0.640,1.650,-0.333
8,6,1509.000,29.885,11.628,-0.006,-0.003,0.659,NaN,9,0,1.613,-1.263,90.000,194.000,112.000,270.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,6,1510.000,29.880,11.620,-0.004,-0.002,0.667,0.669,10,0,0.089,0.045,89.000,194.000,112.000,271.000,29.900,11.560,-0.880,0.730,0.640,1.720,-0.192
