,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,t_index,YOLO_cls,rgb_LLR,lidar_LLR,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
0,12,23.000,28.340,12.530,0.000,0.000,0.010,0.692,22,0,-2.778,0.367,21.000,191.000,45.000,217.000,28.340,12.530,-0.810,0.740,0.590,1.630,0.448
1,12,24.000,28.377,12.487,0.011,-0.007,0.348,NaN,23,0,-0.528,-1.094,21.000,191.000,45.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,12,25.000,28.389,12.456,0.012,-0.018,0.519,NaN,24,0,0.383,-1.083,20.000,190.000,49.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,12,26.000,28.416,12.462,0.018,-0.008,0.432,NaN,25,0,-0.174,-1.060,20.000,190.000,48.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,12,27.000,28.425,12.461,0.017,-0.005,0.519,NaN,26,0,0.383,-1.060,20.000,190.000,48.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,12,28.000,28.444,12.477,0.016,0.001,0.702,NaN,27,0,2.128,-1.066,19.000,190.000,48.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,12,29.000,28.465,12.508,0.013,0.010,0.763,NaN,28,0,3.077,-1.060,18.000,191.000,47.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,12,30.000,28.379,12.488,-0.009,0.004,0.463,0.217,29,0,-0.554,-0.737,17.000,190.000,40.000,255.000,28.380,12.450,-0.850,0.780,0.650,1.710,0.617
8,17,30.000,8.600,2.090,0.000,0.000,0.927,1.000,29,0,3.780,1.890,98.000,213.000,224.000,583.000,8.600,2.090,-1.140,0.870,0.540,1.690,-0.079
9,12,31.000,28.340,12.571,-0.017,0.022,0.410,NaN,30,0,-0.272,-1.083,17.000,190.000,37.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,17,31.000,8.581,2.088,-0.017,0.001,NaN,NaN,30,0,-2.654,-1.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,12,32.000,28.299,12.559,-0.018,0.015,0.015,0.070,31,0,-2.779,-1.145,17.000,190.000,46.000,246.000,28.340,12.480,-0.790,0.810,0.640,1.770,1.542
12,17,32.000,8.706,2.062,0.043,-0.011,NaN,1.000,31,0,-2.290,1.890,216.000,181.000,379.000,467.000,8.720,2.050,-1.160,0.900,0.530,1.710,-0.384
13,12,33.000,28.294,12.555,-0.014,0.008,0.507,NaN,32,0,0.306,-1.106,17.000,190.000,40.000,257.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,17,33.000,8.751,2.051,0.045,-0.011,NaN,NaN,32,0,-2.816,-1.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,12,34.000,28.316,12.565,-0.004,0.008,0.633,0.651,33,0,0.285,0.202,18.000,190.000,42.000,257.000,28.360,12.520,-0.760,0.790,0.630,1.790,0.436
16,17,34.000,8.861,2.044,0.063,-0.008,0.914,1.000,33,0,3.780,1.890,143.000,198.000,254.000,534.000,8.890,2.040,-1.120,0.880,0.560,1.790,-0.366
17,12,35.000,28.380,12.593,0.009,0.009,0.607,0.534,34,0,0.192,-0.112,18.000,190.000,42.000,256.000,28.440,12.570,-0.750,0.710,0.670,1.780,0.534
18,17,35.000,9.036,2.013,0.098,-0.019,0.903,1.000,34,0,3.780,1.890,156.000,197.000,273.000,531.000,9.120,2.010,-1.100,0.790,0.810,1.670,-0.205
19,12,36.000,28.422,12.550,0.016,-0.005,0.706,NaN,35,0,2.280,-1.106,19.000,190.000,47.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,17,36.000,9.094,2.125,0.086,0.032,0.883,NaN,35,0,3.034,-1.327,175.000,205.000,305.000,532.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,12,37.000,28.377,12.506,0.005,-0.015,0.612,0.018,36,0,0.192,-1.377,19.000,190.000,47.000,256.000,28.340,12.470,-0.870,0.770,0.650,1.740,0.336
