,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,t_index,YOLO_cls,rgb_LLR,lidar_LLR,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
0,4,751.000,25.100,-3.750,0.000,0.000,0.721,0.893,1,0,1.934,2.780,812.000,198.000,850.000,289.000,25.100,-3.750,-1.120,0.840,0.530,1.630,-0.595
1,5,751.000,24.000,-4.570,0.000,0.000,0.719,0.892,1,0,2.207,2.690,867.000,190.000,897.000,263.000,24.000,-4.570,-1.090,0.730,0.710,1.830,-1.539
2,4,752.000,25.110,-3.770,0.001,-0.003,0.750,0.992,2,0,2.266,3.500,812.000,198.000,850.000,289.000,25.120,-3.780,-1.180,0.730,0.740,1.590,0.098
3,5,752.000,24.002,-4.552,-0.000,0.008,0.721,0.891,2,0,2.207,2.690,868.000,190.000,898.000,263.000,24.020,-4.550,-1.210,0.740,0.630,1.790,-0.782
4,4,753.000,25.091,-3.886,-0.007,-0.046,0.710,NaN,3,0,2.462,-1.320,812.000,198.000,850.000,287.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5,753.000,23.989,-4.676,-0.014,-0.049,0.590,NaN,3,0,0.941,-1.305,867.000,190.000,898.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,4,754.000,25.097,-3.851,-0.009,-0.018,0.719,0.890,4,0,1.934,2.780,812.000,198.000,850.000,287.000,25.100,-3.790,-1.160,0.810,0.470,1.750,-0.092
7,5,754.000,23.959,-4.637,-0.013,-0.006,0.708,0.911,4,0,2.049,2.843,865.000,190.000,898.000,264.000,23.990,-4.570,-1.100,0.710,0.650,1.750,-0.291
8,4,755.000,25.082,-3.789,-0.014,0.009,0.738,0.848,5,0,2.178,1.832,812.000,198.000,850.000,288.000,25.060,-3.750,-1.300,0.790,0.620,1.800,1.821
9,5,755.000,23.942,-4.584,-0.010,0.015,0.724,0.997,5,0,2.207,2.843,866.000,190.000,898.000,264.000,23.950,-4.570,-1.240,0.680,0.660,1.710,0.029
10,19,755.000,26.270,-2.690,0.000,0.000,0.599,0.014,5,0,0.607,-1.427,746.000,203.000,786.000,262.000,26.270,-2.690,-1.470,1.720,0.530,1.830,-0.487
11,4,756.000,25.061,-3.879,-0.013,-0.021,0.709,NaN,6,0,2.462,-1.321,812.000,198.000,850.000,287.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,5,756.000,23.930,-4.664,-0.009,-0.014,0.755,NaN,6,0,3.077,-1.305,866.000,190.000,898.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,19,756.000,26.270,-2.786,0.003,-0.032,0.667,NaN,6,0,1.488,-1.216,746.000,203.000,784.000,261.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
