id,external_id,class_id,object_time,life_time,speed,class_confidence,object_confidence,gps_latitude,gps_longitude,gps_heading,world_x,world_y,world_z,world_heading_3d,world_height,world_length,world_width,image_x,image_y,speed_x_confidence,speed_y_confidence,world_x_confidence,world_y_confidence,world_heading_3d_confidence,record_time,data_number,camera_type,message_type,record_type,interval_time,num_objects
21,0,0,10.125,0.933,9.511,0.984,0.993,0.0,0.0,226.270,2.206,10.236,0,226.270,1.700,0.300,0.450,0.572,0.764,1,1,1,1,126,,101,visual,Data,TrackUpdate,0.10,1
21,0,0,10.2,0.810,9.834,0.993,0.997,0.0,0.0,226.270,2.362,10.346,0,226.270,1.700,0.300,0.450,0.578,0.760,1,1,1,1,126,,100,visual,Data,TrackUpdate,0.10,1
21,0,0,10.259,1.067,9.367,0.987,0.995,0.0,0.0,226.270,2.011,10.049,0,226.270,1.700,0.300,0.450,0.566,0.771,1,1,1,1,126,,102,visual,Data,TrackUpdate,0.10,1
21,0,0,10.325,1.133,9.665,0.951,0.981,0.0,0.0,227.057,1.794,9.799,0,227.057,1.700,0.300,0.450,0.558,0.781,1,1,1,1,126,,103,visual,Data,TrackUpdate,0.10,1
21,0,0,10.401,1.209,9.609,0.987,0.995,0.0,0.0,227.057,1.681,9.669,0,227.057,1.700,0.300,0.450,0.554,0.787,1,1,1,1,126,,104,visual,Data,TrackUpdate,0.10,1
21,0,0,10.525,1.333,9.345,0.916,0.969,0.0,0.0,227.057,1.485,9.622,0,227.057,1.700,0.300,0.450,0.546,0.788,1,1,1,1,126,,105,visual,Data,TrackUpdate,0.10,1
21,0,0,10.659,1.467,9.430,0.957,0.985,0.0,0.0,227.192,1.238,9.309,0,227.192,1.700,0.300,0.450,0.536,0.802,1,1,1,1,126,,106,visual,Data,TrackUpdate,0.10,1
21,0,0,10.725,1.533,9.296,0.981,0.993,0.0,0.0,227.192,1.164,9.261,0,227.192,1.700,0.300,0.450,0.533,0.804,1,1,1,1,126,,107,visual,Data,TrackUpdate,0.10,1
21,0,0,10.859,1.667,9.477,0.922,0.974,0.0,0.0,227.487,0.881,8.935,0,227.487,1.700,0.300,0.450,0.521,0.819,1,1,1,1,126,,108,visual,Data,TrackUpdate,0.10,1
21,0,0,10.925,1.733,9.381,0.988,0.996,0.0,0.0,227.487,0.787,8.786,0,227.487,1.700,0.300,0.450,0.518,0.825,1,1,1,1,126,,109,visual,Data,TrackUpdate,0.10,1
34,6,0,100.0,7.000,3.890,0.998,1.000,0.0,0.0,224.896,-0.091,8.715,0,224.896,1.700,0.300,0.450,0.480,0.824,1,1,1,1,126,,1000,visual,Data,TrackUpdate,0.10,2
38,7,0,100.0,2.075,2.130,0.974,0.987,0.0,0.0,311.407,4.361,13.585,0,311.407,1.700,0.300,0.450,0.629,0.655,1,1,1,1,126,,1000,visual,Data,TrackUpdate,0.10,2
34,6,0,100.125,7.125,3.734,0.999,1.000,0.0,0.0,224.896,-0.188,8.684,0,224.896,1.700,0.300,0.450,0.475,0.825,1,1,1,1,126,,1001,visual,Data,TrackUpdate,0.10,2
38,7,0,100.125,2.200,2.091,0.948,0.976,0.0,0.0,311.407,4.303,13.616,0,311.407,1.700,0.300,0.450,0.627,0.653,1,1,1,1,126,,1001,visual,Data,TrackUpdate,0.10,2
34,6,0,100.259,7.259,3.684,0.998,1.000,0.0,0.0,224.896,-0.248,8.673,0,224.896,1.700,0.300,0.450,0.472,0.825,1,1,1,1,126,,1002,visual,Data,TrackUpdate,0.10,2
38,7,0,100.259,2.334,2.346,0.989,0.995,0.0,0.0,311.407,4.174,13.880,0,311.407,1.700,0.300,0.450,0.621,0.645,1,1,1,1,126,,1002,visual,Data,TrackUpdate,0.10,2
34,6,0,100.327,7.327,3.767,0.997,1.000,0.0,0.0,224.896,-0.346,8.613,0,224.896,1.700,0.300,0.450,0.468,0.828,1,1,1,1,126,,1003,visual,Data,TrackUpdate,0.10,2
38,7,0,100.327,2.402,2.351,0.978,0.991,0.0,0.0,311.407,4.175,13.880,0,311.407,1.700,0.300,0.450,0.621,0.645,1,1,1,1,126,,1003,visual,Data,TrackUpdate,0.10,2
