,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,t_index,YOLO_cls,rgb_LLR,lidar_LLR,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
0,9,3755.000,41.650,4.370,0.000,0.000,0.079,0.024,5,0,-4.716,-2.502,471.000,195.000,486.000,232.000,41.650,4.370,-0.720,1.570,0.570,1.630,3.021
1,9,3756.000,41.638,4.454,-0.006,0.023,0.465,NaN,6,0,-0.193,-1.247,470.000,194.000,487.000,254.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,9,3757.000,41.250,4.395,-0.099,-0.004,0.411,0.050,7,0,-2.732,-2.260,472.000,194.000,488.000,253.000,41.090,4.230,-0.990,0.750,0.610,1.720,0.562
3,9,3758.000,40.848,4.231,-0.196,-0.080,0.305,0.004,8,0,-3.365,-2.359,472.000,199.000,490.000,253.000,40.650,4.180,-0.760,0.750,0.550,1.680,-0.168
4,9,3759.000,40.698,4.246,-0.176,-0.043,0.570,NaN,9,0,0.573,-1.280,472.000,194.000,491.000,253.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,9,3760.000,40.305,4.133,-0.229,-0.057,0.630,0.070,10,0,-2.002,-2.346,472.000,194.000,492.000,253.000,40.410,4.130,-0.920,1.550,0.580,1.860,0.126
6,9,3761.000,39.916,3.948,-0.249,-0.084,0.674,0.027,11,0,-1.673,-2.511,473.000,193.000,494.000,255.000,39.990,4.010,-1.090,0.820,0.650,1.920,0.832
7,9,3762.000,39.680,4.011,-0.250,-0.050,0.357,NaN,12,0,-0.583,-1.317,472.000,193.000,494.000,254.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,9,3763.000,39.424,3.919,-0.239,-0.051,0.466,0.190,13,0,-2.936,-1.997,472.000,193.000,495.000,255.000,39.530,3.920,-1.090,1.680,0.550,1.640,-2.873
9,9,3764.000,39.176,3.951,-0.239,-0.035,0.650,NaN,14,0,1.281,-1.315,473.000,193.000,496.000,253.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,9,3765.000,38.945,3.942,-0.238,-0.030,0.683,NaN,15,0,1.609,-1.307,474.000,193.000,497.000,253.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,9,3766.000,38.668,3.875,-0.245,-0.040,0.699,0.675,16,0,-1.355,-0.776,473.000,193.000,498.000,248.000,38.660,3.760,-1.180,1.950,0.540,1.740,-2.963
12,9,3767.000,38.368,3.800,-0.256,-0.047,0.761,0.739,17,0,-0.405,-0.306,473.000,194.000,499.000,250.000,38.330,3.710,-1.250,0.930,0.640,1.880,-3.047
13,9,3768.000,38.108,3.796,-0.255,-0.035,0.741,NaN,18,0,2.522,-1.315,475.000,194.000,500.000,254.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,9,3769.000,37.830,3.758,-0.258,-0.037,0.725,0.312,19,0,-0.756,-1.659,475.000,194.000,499.000,250.000,37.810,3.740,-1.190,1.790,0.660,1.840,3.085
